행정구역코드,시도,시군구,읍면동,리,합계(㎡),전,답,과수원,목장용지,임야,광천지,염전,대지,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
4373034031,충청북도,옥천군,청성면,양저리,"6,180,244","657,606","235,722","7,638","2,082","4,622,431",0,0,"55,908",0,0,0,0,500,"128,065",0,0,"392,245","64,859",0,0,0,0,0,0,0,0,"12,051","1,137"
4373034032,충청북도,옥천군,청성면,구음리,"5,577,073","686,386","348,735",0,"1,475","4,183,171",0,0,"52,032",0,0,0,0,904,"45,288",0,0,"132,971","108,517","10,419",0,0,0,0,0,165,0,"3,004","4,006"
4373034033,충청북도,옥천군,청성면,대안리,"6,319,397","659,073","779,631","17,834","53,237","4,364,123",0,0,"96,203",409,0,0,0,746,"110,862",0,0,132,"226,033","3,567",0,0,0,0,0,0,0,"6,000","1,547"
4373034034,충청북도,옥천군,청성면,도장리,"2,930,906","636,720","497,550","46,393","8,681","1,366,148",0,0,"85,419",0,0,0,"1,000","2,271","92,477",0,0,"21,823","106,030","3,058",0,0,0,0,0,"5,606",0,"45,198","12,532"
4373034035,충청북도,옥천군,청성면,능월리,"3,646,674","697,273","678,505","23,166","2,327","1,864,175",0,0,"98,109",0,457,0,0,"3,385","79,321",0,491,"36,904","146,923","5,515",0,0,0,0,0,"3,121",0,"3,180","3,822"
4373034036,충청북도,옥천군,청성면,화성리,"6,013,521","683,667","396,520","10,701",330,"4,419,367",0,0,"76,771",0,"11,083",0,0,"2,662","118,629",0,"1,116","183,351","94,766","2,959",0,0,0,0,0,"1,226",0,"4,440","5,933"
4373034037,충청북도,옥천군,청성면,장연리,"7,045,310","480,584","171,572","1,395",0,"5,861,034",0,0,"34,037",0,0,0,0,0,"104,641",0,0,"2,058","194,429","185,843",0,0,0,0,0,994,0,"1,104","7,619"
4373035021,충청북도,옥천군,청산면,지전리,"923,763","145,038","240,177","5,726",0,"95,260",0,0,"130,248",0,"23,989","3,397",0,"3,040","48,113",0,"25,442","145,051","42,418",0,0,0,0,0,0,620,0,"1,653","13,591"
4373035022,충청북도,옥천군,청산면,백운리,"2,556,921","322,715","50,638",0,936,"1,949,558",0,0,"93,358",440,"48,019",0,0,"2,167","20,068",0,0,56,"51,130",0,0,0,0,0,0,"15,432",0,"1,822",582
4373035023,충청북도,옥천군,청산면,교평리,"2,802,053","461,033","260,952",0,"21,625","1,543,185",0,0,"76,111",0,"2,261",0,559,0,"83,996",0,"3,503","274,656","34,797",0,0,"5,294",0,0,0,"3,974",0,"26,050","4,057"
4373035024,충청북도,옥천군,청산면,하서리,"3,618,861","402,979","602,437","32,169","1,245","1,882,462",0,0,"71,889","4,915",0,0,"3,102","4,508","75,568",0,"48,292","337,985","110,100","1,898",0,0,0,0,0,0,0,"35,741","3,572"
4373035025,충청북도,옥천군,청산면,신매리,"2,286,654","309,102","911,796",0,"6,119","582,152",0,0,"54,517",0,0,0,0,"1,231","70,385",0,"12,842","227,089","98,698","10,480",0,0,0,0,0,0,0,166,"2,076"
4373035026,충청북도,옥천군,청산면,대덕리,"2,987,937","400,455","224,197","24,013",0,"2,163,834",0,0,"38,752","13,000",0,0,0,"1,751","26,853",0,0,"2,982","86,784",0,0,0,0,0,0,0,0,"4,724",592
4373035027,충청북도,옥천군,청산면,장위리,"2,270,175","417,512","671,807",0,"1,360","568,189",0,0,"61,869",0,0,0,0,800,"91,783",0,765,"354,006","94,944",0,0,0,0,0,0,0,0,"7,141",0
4373035028,충청북도,옥천군,청산면,한곡리,"3,302,212","248,838","413,500",0,902,"2,363,956",0,0,"30,968",0,0,0,0,240,"55,196",0,0,705,"122,662","57,886","2,622",0,0,0,0,0,0,"4,077",660
4373035029,충청북도,옥천군,청산면,인정리,"3,689,817","627,670","1,040,558","14,459","35,782","1,252,415",0,0,"43,021","6,474",0,0,"1,227","1,450","116,547",0,576,"324,360","197,248","8,951",0,0,0,0,0,0,0,"16,166","2,914"
4373035030,충청북도,옥천군,청산면,판수리,"2,878,125","287,118","884,401","10,428","16,591","1,084,614",0,0,"47,836","21,820",0,0,0,"2,984","106,840",0,"8,518","238,165","151,693","7,261",0,0,0,0,0,982,0,"3,131","5,743"
4373035031,충청북도,옥천군,청산면,효목리,"6,116,068","976,148","550,346","1,173",0,"3,911,350",0,0,"72,949","55,127","15,071",0,0,813,"144,209",0,612,"71,863","193,195","91,335",0,0,0,0,0,0,0,"19,161","12,716"
4373035032,충청북도,옥천군,청산면,의지리,"5,198,042","642,704","586,563","7,493",0,"3,356,743",0,0,"62,871",0,0,0,0,"1,628","83,861",0,0,"174,763","169,620","93,852",0,0,0,0,0,0,0,"17,510",435
4373035033,충청북도,옥천군,청산면,예곡리,"5,772,289","832,411","583,459",0,0,"3,585,495",0,0,"95,452",0,"13,081",0,0,180,"118,767",0,"2,120","459,585","57,031","11,144",0,0,0,0,0,"1,372",0,"11,879",313
4373035034,충청북도,옥천군,청산면,삼방리,"4,970,255","363,886","262,935",0,"2,142","4,139,717",0,0,"27,220",0,0,0,0,0,"38,939",0,"1,605","96,085","34,696",0,0,0,0,0,0,0,0,"1,945","1,085"
4373035035,충청북도,옥천군,청산면,명티리,"7,568,325","208,900","143,004",0,"7,937","7,001,941",0,0,"43,227",0,0,0,0,0,"38,051",0,0,"119,632","5,286",0,0,0,0,0,0,0,0,347,0
4373035036,충청북도,옥천군,청산면,법화리,"2,960,559","314,868","211,052",0,"1,182","2,295,888",0,0,"34,816",0,0,0,0,0,"39,552",0,0,"3,781","49,870",0,0,0,0,0,0,0,0,"9,550",0
4373035037,충청북도,옥천군,청산면,대성리,"5,013,396","342,026","347,870",0,"12,588","3,752,460",0,0,"53,268","2,524","10,327",0,0,"1,038","88,238",0,0,"298,517","76,344","3,509",0,0,0,0,0,0,0,"23,027","1,660"
4373035038,충청북도,옥천군,청산면,만월리,"7,447,174","669,188","460,662","21,473","3,519","5,945,736",0,0,"48,529","2,999",0,0,0,0,"73,355",0,0,"91,162","93,723","9,568",0,0,0,0,0,0,0,"26,760",500
4373036021,충청북도,옥천군,이원면,건진리,"3,963,259","481,883","267,926","142,874","5,224","1,815,990",0,0,"119,355","239,966","26,678",0,"1,383","72,421","247,642","142,074","8,817","299,901","67,999",0,0,0,0,"2,138",0,"2,939",0,"6,340","11,709"
4373036022,충청북도,옥천군,이원면,장찬리,"6,273,857","179,662","118,690","99,296",0,"5,278,867",0,0,"4,492","8,948",0,0,0,"2,331","35,860","44,842",0,"81,097","60,010","341,061",0,0,0,0,0,0,0,"3,302","15,399"
4373036023,충청북도,옥천군,이원면,강청리,"5,356,721","393,712","434,467","75,818","14,305","3,874,807",0,0,"165,986","1,973","29,477",0,0,"3,161","71,415","118,067",0,"66,728","63,563","19,669",0,0,0,0,0,"5,005",0,"14,570","3,998"
4373036024,충청북도,옥천군,이원면,윤정리,"4,661,683","464,037","1,187,232","51,481","25,929","2,422,858",0,0,"74,042","2,087",0,850,"1,362","1,780","128,316","18,297","2,644","25,338","230,573",783,"2,651",0,0,0,0,0,0,"13,957","7,466"
4373036025,충청북도,옥천군,이원면,의평리,"3,876,036","208,739","480,220","21,479","2,503","2,890,045",0,0,"37,787",0,"19,640",0,447,700,"34,467",0,0,"57,315","93,079","7,696",0,0,0,0,0,"3,118",0,"12,116","6,685"
4373036026,충청북도,옥천군,이원면,개심리,"8,742,314","365,246","364,814","44,365","10,863","7,178,815",0,0,"77,055",0,0,0,"1,000",485,"113,691",0,"3,874","79,173","98,924","382,107",0,0,0,0,0,"3,364",0,"6,078","12,460"
4373036027,충청북도,옥천군,이원면,평계리,"3,818,114","465,998","484,073","19,388","15,968","2,585,391",0,0,"57,248",0,0,0,0,0,"65,199",0,0,"13,283","86,971","9,457",0,0,0,0,0,0,0,"11,564","3,574"
4373036028,충청북도,옥천군,이원면,수묵리,"1,864,802","245,785","262,981","8,801","3,550","1,188,772",0,0,"33,228",0,0,0,0,123,"44,933",0,0,"3,656","61,695","4,751",0,0,0,0,0,0,0,"6,208",319
4373036029,충청북도,옥천군,이원면,지정리,"2,766,632","342,697","342,352","73,933","5,776","1,777,834",0,0,"31,177",0,0,0,0,700,"59,939",0,"3,365","61,062","61,023",0,0,0,0,0,0,0,0,"6,774",0
4373036030,충청북도,옥천군,이원면,미동리,"3,216,926","459,943","527,852","39,192","8,428","1,650,765",0,0,"78,548","58,526",0,0,0,"1,394","75,413",0,"48,761","191,207","37,151","3,289",0,0,0,0,0,"1,788",0,"33,157","1,512"
4373036031,충청북도,옥천군,이원면,이원리,"3,644,491","384,502","454,053","111,440","5,650","2,082,089",0,0,"107,913",0,0,0,0,"2,405","139,058","89,021","10,202","148,975","65,624","8,960",0,"2,420",0,0,0,"1,461",0,"23,289","7,429"
4373036032,충청북도,옥천군,이원면,원동리,"4,549,484","386,887","569,214","89,532","1,772","2,510,806",0,0,"88,304",0,0,0,"1,883","3,724","159,112","134,014",0,"436,914","151,853",129,0,0,0,0,0,407,0,"6,535","8,398"
4373036033,충청북도,옥천군,이원면,백지리,"2,773,286","408,191","636,678","89,068",0,"910,979",0,0,"51,950",0,0,0,0,"2,258","120,788","118,371",0,"266,735","134,587","15,061","3,000",0,0,0,0,0,0,"14,812",808
4373036034,충청북도,옥천군,이원면,지탄리,"5,198,681","522,797","807,671","16,583","5,427","3,135,798",0,0,"122,567",0,"13,215","2,000",0,"4,154","76,049","57,016","6,334","321,173","74,321","22,607",0,0,0,0,0,"1,181",0,"4,668","5,120"
4373036035,충청북도,옥천군,이원면,용방리,"5,677,491","633,755","669,413","26,062","2,375","2,817,887",0,0,"102,172","1,917",0,"1,408","1,150","2,109","154,970","97,207","3,384","967,311","129,004","7,220",0,"19,346",0,"1,028",0,165,0,"22,757","16,851"
4373037021,충청북도,옥천군,군서면,동평리,"2,388,759","233,714","434,482","24,335","5,350","1,009,424",0,0,"126,568","58,657","18,327",0,0,"73,609","153,363",0,"12,838","137,593","65,365","6,514",0,0,0,0,0,"1,926",0,"13,154","13,540"
4373037022,충청북도,옥천군,군서면,금산리,"12,294,531","264,551","367,375","79,139","5,324","10,822,209",0,0,"98,206","13,470",0,"7,361",0,"1,246","126,235",0,39,"368,293","80,334","28,841",0,0,0,0,0,519,0,"26,953","4,436"
4373037023,충청북도,옥천군,군서면,사정리,"2,571,140","169,559","346,824","20,844","6,500","1,730,502",0,0,"57,030","38,016",0,0,0,999,"79,971",0,565,"43,865","74,051",0,0,0,0,0,0,0,0,"1,097","1,317"
4373037024,충청북도,옥천군,군서면,상지리,"4,053,905","157,073","90,761","22,329","1,190","3,394,969",0,0,"27,236",0,0,0,0,0,"78,825",0,0,"159,051","34,577","74,695",0,0,0,0,0,423,0,"11,488","1,288"
4373037025,충청북도,옥천군,군서면,은행리,"2,107,880","266,554","541,708","87,796","6,742","922,510",0,0,"58,245",0,0,0,0,544,"49,834",0,"2,479","113,458","54,829",0,0,0,0,0,0,0,0,"2,139","1,042"
4373037026,충청북도,옥천군,군서면,사양리,"6,465,462","628,009","500,270","14,526","10,025","4,941,715",0,0,"54,720",0,0,0,0,441,"176,717",0,0,859,"115,423","5,667",0,0,0,0,0,0,0,"17,090",0
4373037027,충청북도,옥천군,군서면,상중리,"5,741,598","549,967","594,639","14,866",442,"4,106,937",0,0,"62,669","5,995",0,0,0,831,"152,604",0,"4,147","96,844","108,167","26,532",0,0,0,0,0,"3,775",0,"12,585",598
4373037028,충청북도,옥천군,군서면,하동리,"2,523,216","233,875","253,900","5,072","1,904","1,628,741",0,0,"39,872",0,0,0,0,"1,435","91,234",0,"2,879","74,270","46,965","6,871",0,0,0,0,0,813,0,"2,629","132,756"
4373037029,충청북도,옥천군,군서면,오동리,"4,504,617","365,051","465,642","10,984","23,146","3,179,767",0,0,"63,612","13,777",0,0,990,"3,079","137,116",0,"1,023","91,721","75,952","9,181",0,0,0,0,0,"1,462",0,"8,517","53,597"
4373037030,충청북도,옥천군,군서면,월전리,"3,287,197","246,870","246,712",652,"15,017","2,068,171",0,0,"93,208","35,263",0,"2,285",0,"1,805","142,566",0,0,"260,379","59,669",0,0,0,0,"11,688",0,0,0,"29,743","73,169"
4373038021,충청북도,옥천군,군북면,이백리,"5,976,499","470,468","320,151","41,144","3,355","4,196,126",0,0,"100,805","24,601",0,"1,000",0,"1,665","284,079","115,967",571,"174,240","15,686","149,943",0,0,0,"3,052",0,28,0,"4,705","68,913"
4373038022,충청북도,옥천군,군북면,자모리,"3,642,128","453,046","278,910","24,776","7,901","2,692,930",0,0,"48,949","1,403",0,0,0,404,"30,598",0,516,"14,049","58,940","6,735",0,0,0,0,0,0,0,"16,661","6,310"
4373038023,충청북도,옥천군,군북면,증약리,"8,424,737","866,963","384,523","173,036","29,151","5,861,707",0,0,"209,943","80,256","13,365","2,803","4,979","3,851","386,760","133,067",0,"106,247","105,622","6,141",0,464,"2,725",0,0,"14,840",0,"22,172","16,122"
4373038024,충청북도,옥천군,군북면,항곡리,"2,380,521","177,827","162,854","2,674",0,"1,864,629",0,0,"24,829",0,0,0,0,"1,100","64,363",0,0,"1,027","42,242","31,339","4,350",0,0,0,0,0,0,"3,287",0
4373038025,충청북도,옥천군,군북면,대정리,"5,844,506","447,075","213,851","54,483","6,177","3,598,489",0,0,"81,052",0,"11,161",0,0,"3,729","127,086",0,0,"3,435","66,704","1,215,668","3,024",0,0,0,0,0,0,"10,612","1,960"
4373038026,충청북도,옥천군,군북면,환평리,"2,148,986","250,721","108,150","27,437",0,"1,453,218",0,0,"27,438",0,0,0,0,0,"48,174",0,0,175,"34,971","178,909",0,0,0,0,0,"1,063",0,"18,012",718
4373038027,충청북도,옥천군,군북면,지오리,"3,507,529","338,398","224,988","31,921","1,934","2,016,289",0,0,"40,389",0,0,0,0,"2,168","203,232",0,0,"6,235","43,378","595,973",0,0,0,0,0,0,0,0,"2,624"
4373038028,충청북도,옥천군,군북면,추소리,"4,946,442","194,301","109,978",0,310,"3,456,309",0,0,"21,560",0,0,0,0,327,"39,164",0,0,"11,739","47,791","997,864",0,0,0,0,0,"12,341",0,"1,795","52,963"
4373038029,충청북도,옥천군,군북면,이평리,"7,135,698","142,757","101,894","1,468",0,"5,230,680",0,0,"14,018",0,0,0,0,660,"58,720",0,0,"1,983","41,319","1,541,456",0,0,0,0,0,0,0,377,366
4373038031,충청북도,옥천군,군북면,소정리,"4,913,325","268,272","58,478","10,273",0,"3,293,167",0,0,"38,241",0,"12,253",0,0,"1,255","378,999",0,0,"2,561","36,739","798,063",0,0,0,0,0,0,0,"12,223","2,801"
4373038032,충청북도,옥천군,군북면,석호리,"3,678,621","172,691","66,737",0,0,"1,453,097",0,0,"28,909",0,0,0,0,"2,287","85,221",0,0,"11,861","13,374","1,840,915",0,0,0,0,0,0,0,"3,265",264
4373038033,충청북도,옥천군,군북면,용호리,"4,579,074","175,145","35,999",0,241,"2,448,131",0,0,"1,820",0,0,0,0,0,"71,651",0,413,"5,373","10,707","1,823,941",0,0,0,0,0,0,0,"5,653",0
4373038034,충청북도,옥천군,군북면,막지리,"5,448,209","225,145","64,145",0,0,"3,919,821",0,0,"17,883",0,0,0,0,0,"48,913",0,0,0,"30,571","1,138,033",0,0,0,0,0,0,0,"2,682","1,016"
4373038035,충청북도,옥천군,군북면,국원리,"3,010,050","288,869","221,499","34,257","1,460","2,073,184",0,0,"51,950",0,0,0,0,980,"237,934",0,0,"61,964",486,"32,024",0,0,0,0,0,0,0,"2,594","2,849"
4374025021,충청북도,영동군,영동읍,계산리,"2,293,756","221,544","121,164","57,492",0,"506,261",0,0,"481,263","74,279","74,295","8,743",0,"14,294","274,046","168,493","24,627","187,274","19,676",0,0,0,0,"1,034",0,"6,841","2,781","28,122","21,527"
4374025022,충청북도,영동군,영동읍,동정리,"698,462","83,468","63,667","34,531",0,"317,240",0,0,"108,632","5,752",0,"3,373",0,"3,651","34,052","16,635",0,"6,040","11,108","5,274",0,0,0,0,0,"1,314",0,"1,339","2,386"
4374025023,충청북도,영동군,영동읍,회동리,"2,960,198","173,729","342,519","158,323","2,620","1,758,936",0,0,"63,678",0,0,"2,959",999,"8,112","107,525","102,651",436,"136,349","61,004",0,0,219,0,0,0,"1,995",0,"13,988","24,156"
4374025024,충청북도,영동군,영동읍,화신리,"6,746,271","247,873","272,214","129,426","1,792","5,778,037",0,0,"48,080",0,"1,815",0,0,"3,704","80,367",0,0,"117,640","38,028",185,0,0,0,0,0,"2,502",0,"13,880","10,728"
4374025025,충청북도,영동군,영동읍,당곡리,"8,380,930","165,941","215,380","114,463",0,"7,590,023",0,0,"36,203",760,0,0,0,"1,102","63,611",0,0,"127,895","63,398",0,0,61,0,0,0,0,0,424,"1,669"
4374025026,충청북도,영동군,영동읍,산익리,"4,347,880","164,071","207,611","100,979","4,811","3,700,582",0,0,"17,650",0,0,0,0,"3,320","36,355",0,0,"1,491","102,564","3,537",0,0,0,0,0,0,0,"2,033","2,876"
4374025027,충청북도,영동군,영동읍,매천리,"3,959,714","368,953","184,842","313,160",0,"2,333,820",0,0,"166,488","1,675","12,180",401,"1,052","4,952","152,741",0,"3,180","136,693","45,051","28,921",0,0,"59,311","87,312",0,"14,987",0,370,"43,625"
4374025028,충청북도,영동군,영동읍,부용리,"8,110,521","452,636","204,716","137,120","6,801","5,901,175",0,0,"330,928",0,"50,836",0,"2,745","4,115","251,725",0,"12,282","138,923","150,775",165,0,"6,789",0,0,0,"8,527",0,"311,555","138,708"
4374025029,충청북도,영동군,영동읍,오탄리,"7,521,281","450,578","298,634","158,739","3,403","5,708,501",0,0,"73,396","7,240",0,0,"4,067","9,680","228,261","142,306","5,288","298,057","97,820",0,0,0,0,0,0,0,0,"9,722","25,589"
4374025030,충청북도,영동군,영동읍,산이리,"5,938,449","645,223","208,266","122,980",411,"4,557,418",0,0,"39,360","2,200",0,0,0,946,"83,032","83,124",13,"146,140","40,891",0,0,0,0,0,0,0,0,"5,752","2,693"
4374025031,충청북도,영동군,영동읍,설계리,"8,039,503","470,824","333,322","141,927","4,520","6,237,370",0,0,"171,239","8,456","156,672",140,"3,350","14,360","192,559","22,169",3,"53,588","164,120","19,594",0,25,662,0,"18,331","2,436",0,"11,152","12,684"
4374025032,충청북도,영동군,영동읍,심원리,"8,917,736","461,126","368,147","51,846",748,"7,574,132",0,0,"43,291",0,"4,269",0,0,"3,230","67,893",0,"5,092","197,157","118,207","15,272",0,280,0,0,0,173,0,"2,147","4,726"
4374025033,충청북도,영동군,영동읍,봉현리,"8,132,536","275,700","287,526","59,922","2,911","7,249,921",0,0,"26,484",0,0,83,0,"1,428","56,375",0,0,"77,081","71,816","10,451",0,42,0,0,0,0,0,"12,723",73
4374025034,충청북도,영동군,영동읍,주곡리,"5,956,024","182,271","250,443","205,041",0,"4,656,461",0,0,"66,718","18,398","1,243",0,"3,002","7,511","90,505","245,913","1,107","170,495","53,263",0,0,0,0,0,0,205,0,98,"3,350"
4374025035,충청북도,영동군,영동읍,가리,"9,833,697","513,037","456,713","244,218","33,820","7,925,160",0,0,"97,902",0,0,0,"1,200","2,238","89,172","177,429",716,"125,364","105,035","1,819",0,0,0,0,0,"2,458",0,"20,964","36,452"
4374025036,충청북도,영동군,영동읍,임계리,"8,706,756","231,097","269,363","112,546","1,638","7,862,868",0,0,"21,338","8,253",0,0,0,671,"37,692",0,0,"114,853","32,639","10,336",0,0,0,0,0,"3,052",0,384,26
4374031021,충청북도,영동군,용산면,구촌리,"2,240,460","345,230","424,681","2,363","13,253","818,068",0,0,"129,133",0,"14,111",0,588,"4,755","317,802",0,"7,842","54,788","78,333","4,041",0,"3,948",0,0,0,"1,793",0,"5,967","13,764"
4374031022,충청북도,영동군,용산면,산저리,"4,240,236","218,431","456,290","15,736","3,200","2,920,783",0,0,"30,151",0,0,0,0,0,"65,725",0,"3,660","396,654","124,249",0,0,"2,171",0,0,0,321,0,"1,587","1,278"
4374031023,충청북도,영동군,용산면,율리,"8,770,892","595,214","491,442","10,483","55,778","6,728,030",0,0,"71,075","46,805",0,0,"5,699",930,"185,065",0,129,"353,697","134,777",0,0,0,0,0,0,0,0,"2,560","89,208"
4374031024,충청북도,영동군,용산면,신항리,"2,664,106","415,202","271,292","12,310","11,532","1,684,896",0,0,"64,986",0,0,0,0,"4,065","64,696",0,"7,901","70,501","44,223","6,338",0,0,0,0,0,0,0,"2,970","3,194"
4374031025,충청북도,영동군,용산면,부릉리,"3,100,176","514,854","411,777","42,279","1,243","1,913,882",0,0,"36,395",0,0,0,0,"1,449","90,905",0,0,"2,107","83,046",0,0,0,0,0,0,0,0,"1,740",499
4374031026,충청북도,영동군,용산면,한석리,"3,805,717","450,870","308,050","88,586","15,443","2,260,090",0,0,"71,663","50,883",0,0,0,"3,440","65,459",0,"5,318","421,227","54,705",0,0,0,"6,534",0,0,0,0,"2,847",602
4374031027,충청북도,영동군,용산면,시금리,"6,890,147","321,952","185,758","40,178","156,576","5,403,124",0,0,"28,967",0,0,0,0,538,"90,007",0,0,"583,690","74,229",0,0,0,0,0,0,580,0,"3,800",748
4374031028,충청북도,영동군,용산면,부상리,"4,508,774","567,818","209,701","3,221",0,"3,241,818",0,0,"59,159",0,"8,405",0,0,"1,800","305,423",0,0,"19,007","87,310",0,0,0,0,0,0,426,0,"4,416",270
4374031029,충청북도,영동군,용산면,가곡리,"2,520,630","370,186","315,737","9,903","1,547","1,459,193",0,0,"48,957","32,973",0,0,0,771,"168,116",0,"1,015","31,359","68,998","9,096",0,0,0,0,0,572,0,"1,000","1,207"
4374031030,충청북도,영동군,용산면,금곡리,"3,793,126","381,487","258,817","28,422",0,"2,838,956",0,0,"40,422","27,469",0,0,0,330,"123,368",0,0,"14,910","74,050",0,0,0,0,0,0,0,0,"3,892","1,003"
4374031031,충청북도,영동군,용산면,천작리,"2,674,770","458,584","393,544","10,248","7,921","1,526,095",0,0,"23,463","33,024",0,0,0,994,"101,296",0,"2,678","2,399","93,579","8,691",0,0,0,0,0,0,0,"1,304","10,950"
4374031032,충청북도,영동군,용산면,한곡리,"3,344,091","498,248","306,609","4,922","1,033","2,219,755",0,0,"50,650",0,"11,002",202,0,800,"162,721",0,0,"34,290","46,099","4,776",0,0,0,0,0,0,0,"2,142",842
4374031033,충청북도,영동군,용산면,법화리,"2,287,077","281,283","225,119","4,049",166,"1,462,787",0,0,"36,436","107,870",0,0,0,"1,983","73,353",0,0,"6,880","52,873",324,0,235,0,0,0,"1,339",0,"6,969","25,411"
4374031034,충청북도,영동군,용산면,미전리,"3,010,524","347,765","417,362","32,258","1,438","1,781,255",0,0,"35,429","30,234",0,0,0,"1,322","76,362",0,872,"15,676","96,617","95,148","1,560",0,0,0,0,330,0,"1,665","75,231"
4374031035,충청북도,영동군,용산면,청화리,"3,631,852","229,574","270,039","31,705","44,222","2,856,157",0,0,"30,523",0,0,0,0,"1,595","77,433",0,882,"5,678","74,703","5,193",0,0,0,0,0,0,0,"2,085","2,063"
4374031036,충청북도,영동군,용산면,매금리,"3,191,376","492,233","685,513","26,708","8,531","1,487,746",0,0,"55,134","104,631",0,0,"2,475","1,951","134,340",0,"2,595","52,569","103,170","1,157",0,0,0,0,0,0,0,"13,209","19,414"
4374031037,충청북도,영동군,용산면,상용리,"1,678,161","304,962","313,768",0,"5,116","777,070",0,0,"51,493","5,006",0,0,0,0,"135,126",0,"1,077","38,594","43,068",0,900,23,0,0,0,0,0,0,"1,958"
4374031038,충청북도,영동군,용산면,백자전리,"4,077,575","441,416","524,256","5,573","17,528","2,269,906",0,0,"51,698","257,221",0,0,0,"7,341","236,571",0,"7,273","127,829","96,329","1,947",0,"2,577",0,0,0,0,0,"16,324","13,786"
4374031039,충청북도,영동군,용산면,용산리,"498,679","151,716","63,744",0,0,"180,690",0,0,"26,089",0,"20,394",0,0,"3,288","17,431",0,"1,038","25,480","7,927",0,0,0,0,0,0,0,0,0,882
4374032021,충청북도,영동군,황간면,남성리,"2,782,965","575,370","302,983","19,023",0,"1,329,960",0,0,"151,089","4,264","70,064",205,0,"6,081","77,613",0,"9,441","149,328","40,148",0,0,"4,754",0,0,0,"14,354",0,"18,420","9,868"
4374032022,충청북도,영동군,황간면,신흥리,"2,451,830","225,593","263,171","15,746",0,"1,703,100",0,0,"77,840",0,0,0,761,"1,556","45,707",0,"3,344","96,607","14,750",0,0,0,0,0,0,"1,977",0,"1,048",630
4374032023,충청북도,영동군,황간면,마산리,"3,943,485","260,118","430,180","24,870","52,681","2,224,413",0,0,"101,669","99,158",0,0,0,"6,714","399,302","134,760","10,787","136,250","39,757",0,0,0,0,0,"14,600",585,0,"4,413","3,228"
4374032024,충청북도,영동군,황간면,소계리,"5,807,588","260,653","471,444","28,109","7,867","4,442,230",0,0,"71,087","36,166",0,0,838,496,"199,161","39,367",0,"186,045","44,603",0,0,0,0,0,0,0,0,"8,260","11,262"
4374032025,충청북도,영동군,황간면,난곡리,"14,071,940","703,010","561,099","50,596","72,041","12,190,577",0,0,"53,925","7,032",0,0,600,"6,434","97,818",0,"3,968","157,179","123,402","33,551",0,0,0,0,0,"8,550",0,347,"1,811"
4374032026,충청북도,영동군,황간면,우매리,"15,872,507","515,539","360,681","15,006","87,909","13,984,475",0,0,"77,113","29,044",306,0,0,"3,838","175,102",0,121,"473,017","113,477",364,0,383,"7,893",0,0,"6,142",0,"8,400","13,697"
4374032027,충청북도,영동군,황간면,원촌리,"2,700,940","185,695","187,130",0,0,"1,874,521",0,0,"42,008",0,0,0,0,"2,146","103,097",0,0,"240,165","45,216","3,261",0,0,0,0,0,0,0,"8,292","9,409"
4374032028,충청북도,영동군,황간면,용암리,"6,020,310","295,504","516,017","5,722","5,300","4,481,459",0,0,"56,815",0,"9,292",0,0,"4,913","118,637",0,"9,075","395,117","113,814",0,0,53,0,0,0,"1,193",0,259,"7,140"
4374032029,충청북도,영동군,황간면,금계리,"4,673,842","319,591","521,193","11,614",873,"3,306,334",0,0,"64,196",0,0,414,0,267,"121,247",0,"9,038","201,363","92,282",0,0,0,0,0,0,"9,645",0,"6,892","8,894"
4374032030,충청북도,영동군,황간면,회포리,"2,813,738","296,721","186,509","4,121","5,586","1,518,103",0,0,"41,573","2,187",0,0,0,"4,202","282,417",0,"24,233","400,000","33,920",0,0,0,0,0,0,"10,925",0,"2,679",562
4374032031,충청북도,영동군,황간면,우천리,"8,388,454","478,917","326,624","53,773","2,284","6,748,020",0,0,"54,683","4,950","1,672",795,0,"4,043","319,597",0,0,"281,317","88,853",0,0,0,0,0,"16,648","1,482",0,"1,484","3,312"
4374032032,충청북도,영동군,황간면,노근리,"5,887,348","403,591","433,428","43,465","29,764","4,293,263",0,0,"71,744",0,"11,572",0,0,"7,600","229,041","138,906","2,866","97,721","101,624","7,961",0,0,0,0,0,0,0,"4,279","10,523"
4374032033,충청북도,영동군,황간면,서송원리,"11,671,586","888,301","673,741","273,028",0,"9,099,397",0,0,"95,195","28,009",0,0,"1,100","11,137","140,976","154,290",0,"176,768","92,992","9,490",0,132,0,0,"5,978",599,0,"7,492","12,961"
4374032034,충청북도,영동군,황간면,광평리,"2,987,912","173,653","463,724","32,629",0,"1,838,332",0,0,"38,423",0,0,0,"1,342","4,171","198,830","59,300",0,"63,242","52,945",0,0,0,0,0,0,0,0,"56,489","4,833"
4374033521,충청북도,영동군,추풍령면,관리,"1,838,351","211,671","467,138","26,445","1,575","729,719",0,0,"100,901","6,438",0,0,0,"6,125","117,228","25,232",119,"48,799","79,554",0,0,0,0,0,0,922,0,"3,151","13,334"
4374033522,충청북도,영동군,추풍령면,사부리,"13,452,770","329,575","427,751","21,083","190,294","11,720,804",0,0,"50,068",0,0,0,0,960,"319,240","48,207",0,"110,808","143,029",0,0,0,0,0,0,0,0,"52,572","38,379"
