시도,시군구,읍면동,리,하수처리시설명,하수처리_시설코드,분뇨처리시설명,분뇨처리_시설코드,지정내역,가정용 물사용량(m3/일) 합계,시가_하수처리지역(분류식),시가_하수처리지역(합류식),시가_하수미처리지역(오수),시가_하수미처리지역(정화조),시가_하수미처리지역(수거식),비시가_하수처리지역(분류식),비시가_하수처리지역(합류식),비시가_하수미처리지역(오수),비시가_하수미처리지역(정화조),비시가_하수미처리지역(수거식),영업용 물사용량(m3/일) 합계,시가_하수처리지역,시가_하수미처리지역,비시가_하수처리지역,비시가_하수미처리지역
서울특별시,종로구,청운동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,524.77,0,451.3,0,0,0,0,73.47,0,0,0,481.54,414.12,0,67.42,0
서울특별시,종로구,신교동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,305.19,0,305.19,0,0,0,0,0,0,0,0,2207.47,2207.47,0,0,0
서울특별시,종로구,궁정동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,114.93,0,79.3,0,0,0,0,35.63,0,0,0,29.09,20.07,0,9.02,0
서울특별시,종로구,효자동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,134.35,0,134.35,0,0,0,0,0,0,0,0,119.15,119.15,0,0,0
서울특별시,종로구,창성동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,128.65,0,128.65,0,0,0,0,0,0,0,0,178.12,178.12,0,0,0
서울특별시,종로구,통의동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,149.14,0,149.14,0,0,0,0,0,0,0,0,97.96,97.96,0,0,0
서울특별시,종로구,적선동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,20,0,20,0,0,0,0,0,0,0,0,99.63,99.63,0,0,0
서울특별시,종로구,통인동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,849.41,0,849.41,0,0,0,0,0,0,0,0,118.65,118.65,0,0,0
서울특별시,종로구,누상동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,967.02,0,967.02,0,0,0,0,0,0,0,0,1658.88,1658.88,0,0,0
서울특별시,종로구,누하동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,272.91,0,272.91,0,0,0,0,0,0,0,0,303.41,303.41,0,0,0
서울특별시,종로구,옥인동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,620.56,0,614.35,0,0,0,0,6.21,0,0,0,579.44,573.65,0,5.79,0
서울특별시,종로구,체부동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,267.26,0,267.26,0,0,0,0,0,0,0,0,20.13,20.13,0,0,0
서울특별시,종로구,필운동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,326.67,0,326.67,0,0,0,0,0,0,0,0,344.2,344.2,0,0,0
서울특별시,종로구,내자동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,66.97,0,66.97,0,0,0,0,0,0,0,0,3503.06,3503.06,0,0,0
서울특별시,종로구,사직동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,940.04,0,883.64,0,0,0,0,56.4,0,0,0,245.48,230.75,0,14.73,0
서울특별시,종로구,도렴동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,9.37,0,9.37,0,0,0,0,0,0,0,0,67.5,67.5,0,0,0
서울특별시,종로구,당주동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,134.89,0,134.89,0,0,0,0,0,0,0,0,74.61,74.61,0,0,0
서울특별시,종로구,내수동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,527.61,0,527.61,0,0,0,0,0,0,0,0,1156.98,1156.98,0,0,0
서울특별시,종로구,세종로,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,3.08,0,1.51,0,0,0,0,1.57,0,0,0,613.06,300.4,0,312.66,0
서울특별시,종로구,신문로1가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,30.6,0,30.6,0,0,0,0,0,0,0,0,10.36,10.36,0,0,0
서울특별시,종로구,신문로2가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,145,0,145,0,0,0,0,0,0,0,0,50.54,50.54,0,0,0
서울특별시,종로구,청진동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,45.87,0,45.87,0,0,0,0,0,0,0,0,52.44,52.44,0,0,0
서울특별시,종로구,서린동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,10.25,0,10.25,0,0,0,0,0,0,0,0,213.64,213.64,0,0,0
서울특별시,종로구,수송동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,61.06,0,61.06,0,0,0,0,0,0,0,0,213.34,213.34,0,0,0
서울특별시,종로구,중학동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,6.35,0,6.35,0,0,0,0,0,0,0,0,48.75,48.75,0,0,0
서울특별시,종로구,종로1가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,25.31,0,25.31,0,0,0,0,0,0,0,0,137.39,137.39,0,0,0
서울특별시,종로구,공평동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,13.5,0,13.5,0,0,0,0,0,0,0,0,140.15,140.15,0,0,0
서울특별시,종로구,관훈동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,112.69,0,112.69,0,0,0,0,0,0,0,0,278.33,278.33,0,0,0
서울특별시,종로구,견지동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,70.13,0,70.13,0,0,0,0,0,0,0,0,1122.4,1122.4,0,0,0
서울특별시,종로구,와룡동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,54.29,0,21.17,0,0,0,0,33.12,0,0,0,70.46,27.48,0,42.98,0
서울특별시,종로구,권농동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,106.37,0,103.18,0,0,0,0,3.19,0,0,0,1.36,1.32,0,0.04,0
서울특별시,종로구,운니동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,81.44,0,81.44,0,0,0,0,0,0,0,0,37.2,37.2,0,0,0
서울특별시,종로구,익선동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,458.67,0,458.67,0,0,0,0,0,0,0,0,126.13,126.13,0,0,0
서울특별시,종로구,경운동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,79.52,0,79.52,0,0,0,0,0,0,0,0,135.85,135.85,0,0,0
서울특별시,종로구,관철동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,129.93,0,129.93,0,0,0,0,0,0,0,0,602.38,602.38,0,0,0
서울특별시,종로구,인사동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,163.61,0,163.61,0,0,0,0,0,0,0,0,99.96,99.96,0,0,0
서울특별시,종로구,낙원동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,314.22,0,314.22,0,0,0,0,0,0,0,0,401.72,401.72,0,0,0
서울특별시,종로구,종로2가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,348.2,0,348.2,0,0,0,0,0,0,0,0,354.66,354.66,0,0,0
서울특별시,종로구,팔판동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,98.77,0,97.78,0,0,0,0,0.99,0,0,0,242.69,240.26,0,2.43,0
서울특별시,종로구,삼청동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,466.62,0,429.29,0,0,0,0,37.33,0,0,0,402.7,370.48,0,32.22,0
서울특별시,종로구,안국동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,123.8,0,123.8,0,0,0,0,0,0,0,0,234.86,234.86,0,0,0
서울특별시,종로구,소격동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,46.65,0,45.25,0,0,0,0,1.4,0,0,0,80.47,78.06,0,2.41,0
서울특별시,종로구,화동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,49.87,0,49.87,0,0,0,0,0,0,0,0,333.23,333.23,0,0,0
서울특별시,종로구,사간동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,42.5,0,41.65,0,0,0,0,0.85,0,0,0,200.84,196.82,0,4.02,0
서울특별시,종로구,송현동,,,,난지물재생센터(분뇨),412810F01,일반지역,4.16,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0
서울특별시,종로구,가회동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,377.43,0,377.43,0,0,0,0,0,0,0,0,353.42,353.42,0,0,0
서울특별시,종로구,재동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,129.84,0,129.84,0,0,0,0,0,0,0,0,48.83,48.83,0,0,0
서울특별시,종로구,계동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,379.76,0,375.96,0,0,0,0,3.8,0,0,0,1225.64,1213.38,0,12.26,0
서울특별시,종로구,원서동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,527.15,0,527.15,0,0,0,0,0,0,0,0,697.99,697.99,0,0,0
서울특별시,종로구,훈정동,,,,난지물재생센터(분뇨),412810F01,일반지역,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0,12.09,0
서울특별시,종로구,묘동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,68.18,0,68.18,0,0,0,0,0,0,0,0,333.28,333.28,0,0,0
서울특별시,종로구,봉익동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,216.65,0,216.65,0,0,0,0,0,0,0,0,41.67,41.67,0,0,0
서울특별시,종로구,돈의동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,447.44,0,447.44,0,0,0,0,0,0,0,0,848.96,848.96,0,0,0
서울특별시,종로구,장사동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,166.15,0,166.15,0,0,0,0,0,0,0,0,73.66,73.66,0,0,0
서울특별시,종로구,관수동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,138.06,0,138.06,0,0,0,0,0,0,0,0,273.67,273.67,0,0,0
서울특별시,종로구,종로3가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,55.95,0,55.95,0,0,0,0,0,0,0,0,94.86,94.86,0,0,0
서울특별시,종로구,인의동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,407.7,0,407.7,0,0,0,0,0,0,0,0,186.17,186.17,0,0,0
서울특별시,종로구,예지동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,98.24,0,98.24,0,0,0,0,0,0,0,0,117.07,117.07,0,0,0
서울특별시,종로구,원남동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,188.4,0,188.4,0,0,0,0,0,0,0,0,469.22,469.22,0,0,0
서울특별시,종로구,연지동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,157.89,0,157.89,0,0,0,0,0,0,0,0,544.4,544.4,0,0,0
서울특별시,종로구,종로4가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,71.88,0,71.88,0,0,0,0,0,0,0,0,42.08,42.08,0,0,0
서울특별시,종로구,효제동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,65.38,0,65.38,0,0,0,0,0,0,0,0,70.8,70.8,0,0,0
서울특별시,종로구,종로5가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,309.26,0,309.26,0,0,0,0,0,0,0,0,587.5,587.5,0,0,0
서울특별시,종로구,종로6가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,198.74,0,198.74,0,0,0,0,0,0,0,0,400.58,400.58,0,0,0
서울특별시,종로구,이화동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,624.05,0,624.05,0,0,0,0,0,0,0,0,769.06,769.06,0,0,0
서울특별시,종로구,연건동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,501.16,0,501.16,0,0,0,0,0,0,0,0,1364.57,1364.57,0,0,0
서울특별시,종로구,충신동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,946.71,0,946.71,0,0,0,0,0,0,0,0,252.42,252.42,0,0,0
서울특별시,종로구,동숭동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1178.45,0,1178.45,0,0,0,0,0,0,0,0,2259.13,2259.13,0,0,0
서울특별시,종로구,혜화동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1018.61,0,1018.61,0,0,0,0,0,0,0,0,2776.62,2776.62,0,0,0
서울특별시,종로구,명륜1가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1121.41,0,1121.41,0,0,0,0,0,0,0,0,1245.06,1245.06,0,0,0
서울특별시,종로구,명륜2가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,779.57,0,779.57,0,0,0,0,0,0,0,0,146.73,146.73,0,0,0
서울특별시,종로구,명륜4가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,333.09,0,332.57,0,0.52,0,0,0,0,0,0,209.85,209.85,0,0,0
서울특별시,종로구,명륜3가,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1697.32,0,1646.4,0,0,0,0,50.92,0,0,0,1142.16,1107.9,0,34.26,0
서울특별시,종로구,창신동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,5956.78,0,5956.78,0,0,0,0,0,0,0,0,3563.42,3563.42,0,0,0
서울특별시,종로구,숭인동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,4348.55,0,4348.55,0,0,0,0,0,0,0,0,5646.45,5646.45,0,0,0
서울특별시,종로구,교남동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,70.36,0,70.36,0,0,0,0,0,0,0,0,626.14,626.14,0,0,0
서울특별시,종로구,평동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,937.18,0,937.18,0,0,0,0,0,0,0,0,162.17,162.17,0,0,0
서울특별시,종로구,송월동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,154.86,0,154.86,0,0,0,0,0,0,0,0,37.46,37.46,0,0,0
서울특별시,종로구,홍파동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,331.56,0,331.56,0,0,0,0,0,0,0,0,564.73,564.73,0,0,0
서울특별시,종로구,교북동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,83.52,0,75.17,0,0,0,0,8.35,0,0,0,196.4,176.76,0,19.64,0
서울특별시,종로구,행촌동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1303.61,0,1238.43,0,0,0,0,65.18,0,0,0,701.78,666.69,0,35.09,0
서울특별시,종로구,구기동,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,1184.36,0,1065.92,0,0,0,0,118.44,0,0,0,1609.74,1448.77,0,160.97,0
서울특별시,종로구,평창동,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,2859.85,0,2802.65,0,0,0,0,57.2,0,0,0,2021.37,1980.94,0,40.43,0
서울특별시,종로구,부암동,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,1177.65,0,847.91,0,0,0,0,329.74,0,0,0,1136,817.92,0,318.08,0
서울특별시,종로구,홍지동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,1721.53,0,1360.01,0,0,0,0,361.52,0,0,0,791.3,625.13,0,166.17,0
서울특별시,종로구,신영동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,864.01,0,864.01,0,0,0,0,0,0,0,0,908.64,908.64,0,0,0
서울특별시,종로구,무악동,,중랑물재생센터,112000W01,난지물재생센터(분뇨),412810F01,일반지역,2149.01,0,2149.01,0,0,0,0,0,0,0,0,653.31,653.31,0,0,0
서울특별시,중구,무교동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,4.86,0,4.86,0,0,0,0,0,0,0,0,714.05,606.35,107.7,0,0
서울특별시,중구,다동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,16.13,0,16.13,0,0,0,0,0,0,0,0,1470.47,1122.33,348.14,0,0
서울특별시,중구,태평로1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,1.33,0,1.33,0,0,0,0,0,0,0,0,1879.62,1766.11,113.51,0,0
서울특별시,중구,을지로1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,0.44,0,0.44,0,0,0,0,0,0,0,0,903.42,843.51,59.91,0,0
서울특별시,중구,을지로2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,17.89,0,17.89,0,0,0,0,0,0,0,0,2546.29,1920.99,625.3,0,0
서울특별시,중구,남대문로1가,,,,중랑물재생센터(분뇨),112000F01,일반지역,0,0,0,0,0,0,0,0,0,0,0,129.45,0,0,129.45,0
서울특별시,중구,삼각동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,0.88,0,0.88,0,0,0,0,0,0,0,0,166.97,113.16,53.81,0,0
서울특별시,중구,수하동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,0.88,0,0.88,0,0,0,0,0,0,0,0,591.72,578.97,12.75,0,0
서울특별시,중구,장교동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,0,0,0,0,0,0,0,0,0,0,0,359.59,340.85,18.74,0,0
서울특별시,중구,수표동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,23.86,0,23.86,0,0,0,0,0,0,0,0,742.83,375.51,367.32,0,0
서울특별시,중구,소공동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,2.43,0,2.43,0,0,0,0,0,0,0,0,4270.5,3961.24,309.26,0,0
서울특별시,중구,남창동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,131,0,131,0,0,0,0,0,0,0,0,1586.467123,1355.896295,230.570828,0,0
서울특별시,중구,북창동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,56.8,0,56.8,0,0,0,0,0,0,0,0,756.47,713.22,43.25,0,0
서울특별시,중구,태평로2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,10.16,0,10.16,0,0,0,0,0,0,0,0,1840.02,1805.16,34.86,0,0
서울특별시,중구,남대문로2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,0.22,0,0.22,0,0,0,0,0,0,0,0,604.03,600.33,3.7,0,0
서울특별시,중구,남대문로3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,6.41,0,6.41,0,0,0,0,0,0,0,0,273.77,266.91,6.86,0,0
서울특별시,중구,남대문로4가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,3.76,0,3.76,0,0,0,0,0,0,0,0,373.43,373.43,0,0,0
서울특별시,중구,남대문로5가,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,356.28,0,356.28,0,0,0,0,0,0,0,0,3237.94,3161.58,76.36,0,0
서울특별시,중구,봉래동1가,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,3.42,0,3.42,0,0,0,0,0,0,0,0,405.860274,255.158156,150.702118,0,0
서울특별시,중구,봉래동2가,,난지물재생센터,412810W01,난지물재생센터(분뇨),412810F01,일반지역,0,0,0,0,0,0,0,0,0,0,0,1296.35,1209.53,86.82,0,0
서울특별시,중구,회현동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,1163.4,0,1163.4,0,0,0,0,0,0,0,0,1937.659669,1818.779947,118.879722,0,0
서울특별시,중구,회현동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,258.32,0,258.32,0,0,0,0,0,0,0,0,259.24,250.31,8.93,0,0
서울특별시,중구,회현동3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,19.42,0,19.42,0,0,0,0,0,0,0,0,145.3,141.81,3.49,0,0
서울특별시,중구,충무로1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,4.86,0,4.86,0,0,0,0,0,0,0,0,1764.22,1619.47,144.75,0,0
서울특별시,중구,충무로2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,12.15,0,12.15,0,0,0,0,0,0,0,0,1370.92,1309.37,61.55,0,0
서울특별시,중구,명동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,4.2,0,4.2,0,0,0,0,0,0,0,0,1625.24,1323.42,301.82,0,0
서울특별시,중구,명동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,143.8,0,143.8,0,0,0,0,0,0,0,0,2304.56,2043.14,261.42,0,0
서울특별시,중구,남산동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,57.32,0,57.32,0,0,0,0,0,0,0,0,212.62,206.41,6.21,0,0
서울특별시,중구,남산동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,224.85,0,224.85,0,0,0,0,0,0,0,0,733.71,686.76,46.95,0,0
서울특별시,중구,남산동3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,17.21,0,17.21,0,0,0,0,0,0,0,0,178.68,139.55,39.13,0,0
서울특별시,중구,저동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,16.31,0,16.31,0,0,0,0,0,0,0,0,299.44,293.67,5.77,0,0
서울특별시,중구,충무로4가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,388.41,0,388.41,0,0,0,0,0,0,0,0,621.6767123,530.3309437,91.34576861,0,0
서울특별시,중구,충무로5가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,48.98,0,48.98,0,0,0,0,0,0,0,0,370.08,333.85,36.23,0,0
서울특별시,중구,인현동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,129.74,0,129.74,0,0,0,0,0,0,0,0,490.63,465.66,24.97,0,0
서울특별시,중구,예관동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,21.4,0,21.4,0,0,0,0,0,0,0,0,218.7,191.68,27.02,0,0
서울특별시,중구,묵정동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,194.41,0,194.41,0,0,0,0,0,0,0,0,440.1474521,292.4328297,147.7146224,0,0
서울특별시,중구,필동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,41.19,0,41.19,0,0,0,0,0,0,0,0,345.71,312.81,32.9,0,0
서울특별시,중구,필동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,327.35,0,327.35,0,0,0,0,0,0,0,0,996.03,909.86,86.17,0,0
서울특별시,중구,필동3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,311.35,0,311.35,0,0,0,0,0,0,0,0,447.2120548,188.7037817,258.5082731,0,0
서울특별시,중구,남학동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,18.82,0,18.82,0,0,0,0,0,0,0,0,111.86,111.86,0,0,0
서울특별시,중구,주자동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,4.68,0,4.68,0,0,0,0,0,0,0,0,140.86,140.86,0,0,0
서울특별시,중구,예장동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,218.36,0,218.36,0,0,0,0,0,0,0,0,527.49,474.55,52.94,0,0
서울특별시,중구,장충동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,585.11,0,585.11,0,0,0,0,0,0,0,0,419,408.65,10.35,0,0
서울특별시,중구,장충동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,814.31,0,814.31,0,0,0,0,0,0,0,0,4239.129898,3868.823893,370.306005,0,0
서울특별시,중구,광희동1가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,150.03,0,150.03,0,0,0,0,0,0,0,0,772.97,691.62,81.35,0,0
서울특별시,중구,광희동2가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,267.28,0,267.28,0,0,0,0,0,0,0,0,196.33,177.84,18.49,0,0
서울특별시,중구,쌍림동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,174.58,0,174.58,0,0,0,0,0,0,0,0,815.58,802.88,12.7,0,0
서울특별시,중구,을지로6가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,50.29,0,50.29,0,0,0,0,0,0,0,0,3462.506849,2810.036515,652.4703341,0,0
서울특별시,중구,을지로7가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,36.38,0,36.38,0,0,0,0,0,0,0,0,340.78,340.78,0,0,0
서울특별시,중구,을지로4가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,37.67,0,37.67,0,0,0,0,0,0,0,0,635.93,545.88,90.05,0,0
서울특별시,중구,을지로5가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,79.49,0,79.49,0,0,0,0,0,0,0,0,586.3671233,455.2567265,131.1103968,0,0
서울특별시,중구,주교동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,70.1,0,70.1,0,0,0,0,0,0,0,0,543.1945206,457.7733793,85.4211413,0,0
서울특별시,중구,방산동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,13.61,0,13.61,0,0,0,0,0,0,0,0,90.79,61.94,28.85,0,0
서울특별시,중구,오장동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,69.86,0,69.86,0,0,0,0,0,0,0,0,524.94,437.47,87.47,0,0
서울특별시,중구,을지로3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,84.54,0,84.54,0,0,0,0,0,0,0,0,590.0657535,504.0025754,86.0631781,0,0
서울특별시,중구,입정동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,32.25,0,32.25,0,0,0,0,0,0,0,0,201.72,152.9,48.82,0,0
서울특별시,중구,산림동,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,60.12,0,60.12,0,0,0,0,0,0,0,0,147.42,129.23,18.19,0,0
서울특별시,중구,충무로3가,,중랑물재생센터,112000W01,중랑물재생센터(분뇨),112000F01,일반지역,22.86,0,22.86,0,0,0,0,0,0,0,0,763.07,711.22,51.85,0,0
