처리시설명,시도,시군구,읍면동,리,측정일자,발생 유량(㎥/일),방류 유량(㎥/일),발생 수질 농도_BOD(mg/L),발생 수질 농도_COD(mg/L),발생 수질 농도_TN(mg/L),발생 수질 농도_TP(mg/L),방류 수질 농도_BOD(mg/L),방류 수질 농도_COD(mg/L),방류 수질 농도_TN(mg/L),방류 수질 농도_TP(mg/L),연계처리시설명,이송방법,처리유형,배출허용기준적용지역,가동여부
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-14,27,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-15,35,34,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-16,19,17,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-17,27,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-18,21,41,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-19,29,30,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-20,29,30,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-21,36,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-22,40,39,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-23,29,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-24,39,34,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-25,19,20,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-26,15,15,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-27,15,15,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-28,14,15,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-29,97,96,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-30,28,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-05-31,24,22,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-01,29,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-02,27,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-03,26,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-04,24,21,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-05,25,22,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-06,22,21,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-07,18,19,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-08,20,16,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-09,27,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-10,26,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-11,27,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-12,32,36,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-13,29,22,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-14,25,24,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-15,27,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-16,33,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-17,33,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-18,42,41,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-19,27,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-20,28,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-21,35,31,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-22,24,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-23,21,21,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-24,22,21,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-25,32,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-26,19,19,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-27,32,30,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-28,21,22,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-29,29,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-06-30,57,57,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-01,57,56,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-02,66,62,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-03,15,14,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-04,21,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-05,43,39,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-06,107,105,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-07,126,125,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-08,125,124,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-09,146,156,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-10,43,38,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-11,44,43,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-12,56,54,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-13,60,49,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-14,65,65,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-15,65,65,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-16,119,124,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-17,120,129,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-18,120,119,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-19,129,130,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-20,135,135,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-21,129,128,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-22,129,129,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-23,87,89,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-24,114,115,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-25,108,110,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-26,66,65,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-27,35,35,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-28,34,34,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-29,34,34,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-30,55,55,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-07-31,91,91,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-01,27,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-02,27,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-03,27,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-04,35,32,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-05,35,33,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-06,45,47,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-07,30,27,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-08,41,40,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-09,22,23,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-10,19,17,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-11,56,55,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-12,57,55,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-13,39,36,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-14,43,42,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-15,112,114,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-16,75,80,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-17,75,75,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-18,72,72,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-19,72,72,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-20,82,81,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-21,58,60,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-22,107,105,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-23,53,55,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-24,72,74,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-25,66,65,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-26,66,66,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-27,48,49,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-28,55,56,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-29,70,66,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-30,98,101,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-08-31,78,82,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-01,79,79,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-02,79,78,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-03,79,79,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-04,69,70,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-05,72,71,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-06,81,82,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-07,102,109,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-08,81,79,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-09,82,81,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-10,78,78,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-11,61,63,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-12,82,81,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-13,49,56,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-14,77,75,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-15,159,157,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-16,160,158,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-17,192,191,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-18,219,218,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-19,208,207,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-20,191,193,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-21,162,158,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-22,173,171,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-23,171,170,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-24,176,176,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-25,192,202,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-26,51,55,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-27,30,29,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-28,33,31,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-29,25,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-09-30,26,26,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-01,25,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-02,19,16,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-03,44,43,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-04,31,30,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-05,19,18,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-06,25,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-07,25,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-08,20,19,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-09,26,25,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-10,34,33,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-11,37,36,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-12,40,39,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-13,29,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-14,29,28,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-15,15,11,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-16,15,20,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-17,21,20,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
연기군생활폐기물종합처리시설,세종특별자치시,세종특별자치시,전동면,심중리,2012-10-18,35,35,,,,,,,,,연기군환경사업소,관거이송,처리후종말,청정지역,가동
