처리시설명,시도,시군구,읍면동,리,측정일자,발생 유량(㎥/일),방류 유량(㎥/일),발생 수질 농도_BOD(mg/L),발생 수질 농도_COD(mg/L),발생 수질 농도_TN(mg/L),발생 수질 농도_TP(mg/L),방류 수질 농도_BOD(mg/L),방류 수질 농도_COD(mg/L),방류 수질 농도_TN(mg/L),방류 수질 농도_TP(mg/L),연계처리시설명,이송방법,처리유형,배출허용기준적용지역,가동여부
난지도매립지,서울특별시,마포구,상암동,,2012-01-31,"2,012","2,012",26.8,125.3,,0.571,26.8,125.3,,0.571,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-02-28,"1,600","1,600",7.9,101.6,,0.437,7.9,101.6,,0.437,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-03-31,"1,539","1,539",17.5,153.7,,0.315,17.5,153.7,,0.315,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-04-30,"1,509","1,509",6,75.1,,0.426,6,75.1,,0.426,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-05-31,"1,342","1,342",9.2,105,,0.194,9.2,105,,0.194,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-06-30,"1,361","1,361",15,160.2,,0.239,15,160.2,,0.239,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-07-31,"1,515","1,515",12.7,117.7,,0.186,12.7,117.7,,0.186,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-08-31,"1,623","1,623",29.4,148.6,,0.577,29.4,148.6,,0.577,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-09-30,"1,717","1,717",16.1,169.7,,0.269,16.1,169.7,,0.269,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-10-31,"1,679","1,679",15.7,142.8,,0.32,15.7,142.8,,0.32,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-11-30,"1,688","1,688",14.3,42.6,,0.164,14.3,42.6,,0.164,난지물재생센터,관거이송,무처리종말,나지역,비가동
난지도매립지,서울특별시,마포구,상암동,,2012-12-31,"1,471","1,471",19.3,111.2,,0.16,19.3,111.2,,0.16,난지물재생센터,관거이송,무처리종말,나지역,비가동
석대매립장,부산광역시,해운대구,석대동,,2012-04-27,658,658,14.1,19,100.9,0.127,14.1,19,100.9,0.127,수영하수종말처리장,관거이송,무처리종말,나지역,비가동
석대매립장,부산광역시,해운대구,석대동,,2012-09-21,818,818,17.7,31.6,127.3,0.268,17.7,31.6,127.3,0.268,수영하수종말처리장,관거이송,무처리종말,나지역,비가동
석대매립장,부산광역시,해운대구,석대동,,2012-12-18,616,616,10.4,31.1,109.2,0.456,10.4,31.1,109.2,0.456,수영하수종말처리장,관거이송,무처리종말,나지역,비가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-01-05,999,960,1968.7,7,,16.08,10.2,613.9,,0.4,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-02-02,851,550,2933.2,3303.3,,6.2,15,460.5,,0.96,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-03-07,808,676,2201.5,3136.5,1013.6,8.8,2.7,340.3,367.3,0.4,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-04-05,"1,358",895,2623.2,3203.2,1133.8,12.6,7.8,530.5,386.2,0.68,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-05-04,"1,930","1,133",1628.1,2002.2,1283.7,11.26,13.2,336.3,190.1,0.73,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-07-19,"3,728","1,295",1068.6,1968.6,962.2,10.9,14.7,640.6,199.4,0.55,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-08-08,"1,372","1,290",1040.1,2602.6,1298.1,16.6,20.5,720.7,292,1.26,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-09-13,"2,550","1,196",414.8,972.4,846.5,10.5,5.2,373.7,280.1,0.47,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-10-11,"1,472","1,195",349.7,1401.4,1332,15.99,10.1,344.3,375.1,1.44,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-11-15,"1,349",943,288.2,940.9,1559.1,15.21,7.5,550.6,427.7,1.66,강변하수종말처리장,관거이송,처리후종말,가지역,가동
생곡쓰레기매립장,부산광역시,강서구,생곡동,,2012-12-13,"1,017",812,369.5,1681.7,1316,11.95,3.2,560.6,210.4,0.55,강변하수종말처리장,관거이송,처리후종말,가지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-01,879,925,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-02,863,"1,094",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-03,869,909,547,1416.1,1902,17.52,52.9,289.2,474,7.406,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-04,880,887,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-05,878,"1,086",421,1399.4,2028,18.24,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-06,866,"1,023",,,,,5.4,387.8,672,1.085,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-07,866,953,378.7,1552.7,2346,15.6,4.5,415.8,679.2,1.277,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-08,858,"1,040",,,,,23.1,437.8,676.8,1.592,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-09,876,933,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-10,860,842,266.3,1576,2334,17.52,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-11,874,"1,010",,,,,47.9,257.9,741.6,0.552,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-12,857,"1,079",404,1376.1,2052,18.36,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-13,876,991,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-14,866,855,556,1306.1,2250,17.04,46.7,258.6,688.8,0.744,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-15,858,"1,060",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-16,871,"1,088",,,,,30.9,319.9,684,0.826,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-17,891,970,459,1322.8,2028,15.96,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-18,890,811,,,,,26.7,321.2,645.6,0.73,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-19,801,916,389,1426.1,2058,15.48,69.3,377,684,1.86,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-20,856,"1,040",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-21,876,960,522,1369.5,1908,19.32,60.5,346.7,741.6,1.152,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-22,882,753,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-23,860,895,,,,,88.3,424,650.4,4.693,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-24,859,819,619.1,1376.1,1848,16.08,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-25,871,781,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-26,887,846,421,1402.8,1890,18.24,78.2,303.2,552,2.472,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-27,903,756,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-28,866,867,456.4,1322.8,1896,18.6,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-29,859,976,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-30,833,811,,,,,46.2,357.9,648,3.249,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-01-31,849,939,672,1372.8,1968,18.24,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-01,900,"1,029",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-02,844,926,,,,,29.7,249.9,693.6,0.552,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-03,754,"1,178",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-04,753,"1,011",592.6,1422.8,2232,18.96,26.1,253.9,782.4,0.566,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-05,764,621,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-06,778,677,,,,,49.2,390.8,348,1.14,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-07,853,626,320.8,1400,2310,15,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-08,904,698,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-09,897,748,516,1370,2088,17.88,83.4,513.8,213.6,2.844,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-10,895,906,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-11,872,786,570,1366.7,2154,18.12,62.9,426.8,93.6,2.316,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-12,866,918,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-13,869,874,,,,,79.5,405,376.8,2.676,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-14,886,755,467.5,1283.3,1968,16.32,76.1,400,444,2.976,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-15,855,598,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-16,833,564,278.6,1156.7,1842,15.36,54.2,347,424.8,4.224,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-17,909,508,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-18,905,654,589.3,1213.3,1782,15.96,58.2,373,348,2.604,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-19,894,605,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-20,883,608,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-21,888,635,412.5,1723.3,1944,18.84,28.5,376.8,302.4,1.548,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-22,874,521,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-23,864,657,,,,,37.9,325.4,220.8,0.872,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-24,870,734,461,1300,1890,20.52,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-25,862,729,693.8,1193.3,1782,29.52,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-26,793,711,,,,,34.3,488.1,237.6,3.664,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-27,785,771,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-02-28,802,745,331.4,1206.7,1860,15.84,60.3,314.1,211.2,1.308,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-01,794,698,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-02,768,648,332.8,1192.9,1362,17.4,62.3,337.4,309.6,1.368,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-03,752,694,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-04,675,396,332.6,1342.8,1824,19.32,38.9,316.7,369.6,2.896,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-05,586,559,,,,,43.5,265.3,434.4,1.904,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-06,537,542,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-07,603,730,469.3,1396.1,2094,17.64,24,325.4,398.4,0.787,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-08,601,694,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-09,423,742,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-10,363,738,898.1,1719.3,2064,18.84,52.2,326.1,319.2,1.464,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-11,473,887,795,1636,2340,30,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-12,494,543,,,,,47.2,503.1,319.2,2.784,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-13,475,"1,078",,,,,42,277.3,220.8,0.61,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-14,456,"1,104",339.6,1516.1,2280,19.32,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-15,462,986,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-16,520,"1,328",407.9,1439.4,2346,19.32,35.5,354,211.2,0.826,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-17,521,"1,093",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-18,529,989,271.9,1449.4,2094,19.44,49.4,319.3,427.2,0.547,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-19,510,"1,168",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-20,503,930,,,,,50.6,293.3,415.2,0.576,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-21,473,980,326,1363.3,1938,17.04,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-22,458,"1,102",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-23,500,873,563,1376.7,2310,18.96,35.9,286.6,436.8,0.782,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-24,410,"1,062",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-25,471,"1,016",421.2,1460,2214,17.28,72.8,307.3,326.4,0.73,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-26,474,"1,159",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-27,476,"1,156",,,,,50,307.3,415.2,0.667,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-28,492,"1,223",311.5,1443.3,2268,19.2,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-29,495,"1,101",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-30,485,"1,115",467.3,1480,2244,22.68,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-03-31,514,991,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-01,505,"1,034",444.6,1323.6,2064,24,46.7,313.3,444,0.499,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-02,516,911,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-03,484,"1,063",,,,,13.7,384,297.6,0.494,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-04,460,917,439.3,1178.4,1698,18.72,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-05,493,994,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-06,489,985,421.1,1166.9,1518,14.88,64.4,267.3,427.2,0.499,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-07,451,900,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-08,404,948,478.9,1500.3,2292,13.68,45.1,270,405.6,0.806,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-09,431,"1,144",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-10,438,856,,,,,59.6,246.7,369.6,0.466,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-11,439,"1,055",352.5,1530.3,2400,19.92,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-12,437,982,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-13,427,998,537.9,,,,49.6,234.7,487.2,0.509,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-14,420,"1,157",537.9,1523.6,2406,19.32,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-15,465,"1,281",381.4,1663.7,2220,27.24,53.6,388,427.2,0.96,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-16,479,734,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-17,485,"1,116",,,,,38.9,342.7,213.6,1.2,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-18,506,976,540,1577,2232,23.64,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-19,515,802,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-20,498,943,467.1,1473.6,2676,23.04,20.1,218,141.6,0.59,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-21,494,918,,,,,49.6,302,172.8,0.808,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-22,449,883,514.3,2205.4,2268,53.7,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-23,434,863,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-24,404,868,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-25,434,906,448.9,1527,2544,42,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-26,400,918,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-27,417,826,431.3,1433.3,2466,19.92,45.1,313,295.2,1.392,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-28,423,"1,148",394.3,1443.3,2406,19.92,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-29,416,975,,,,,36.8,193.6,249.6,0.706,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-04-30,443,"1,119",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-01,468,"1,143",,,,,59.8,408,312,1.552,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-02,489,"1,084",397.5,1490,2352,19.92,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-03,456,"1,029",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-04,428,"1,261",554.8,1370,2280,19.2,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-05,418,"1,168",,,,,52.3,630,434.4,5.952,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-06,409,"1,006",357.2,1520,2250,23.16,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-07,292,"1,197",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-08,439,"1,028",,,,,34,588,384,3.456,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-09,446,"1,067",366.6,1600,2112,29.04,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-10,451,"1,234",,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-11,530,539,380.4,1630,2382,20.88,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-12,570,733,,,,,46,364,326.4,0.936,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-13,568,642,353.6,1423.3,2130,22.92,37.7,335.3,398.4,0.49,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
달서천침출수전처리시설,대구광역시,서구,상리동,,2012-05-14,558,646,,,,,,,,,달서천하수종말처리장,관거이송,처리후종말,나지역,가동
