시도,시군구,읍면동,리,행정구역코드,총계_업소수(개),총계_시설 면적(㎡),총계_사료사용량(kg/월),가두리_업소수(개),가두리_시설 면적(㎡),가두리_사료사용량(kg/월),유수식_업소수(개),유수식_시설 면적(㎡),유수식_사료사용량(kg/월),도전양식_업소수(개),도전양식_시설 면적(㎡),도전양식_사료사용량(kg/월),지수식_업소수(개),지수식_시설 면적(㎡),지수식_사료사용량(kg/월)
부산광역시,강서구,대저2동,,2644010200,14,"44,975","11,244",0,0,0,0,0,0,0,0,0,14,"44,975","11,244"
부산광역시,강서구,강동동,,2644010300,4,"14,987","3,747",0,0,0,0,0,0,0,0,0,4,"14,987","3,747"
부산광역시,강서구,명지동,,2644010400,5,"27,486","6,872",0,0,0,0,0,0,0,0,0,5,"27,486","6,872"
부산광역시,강서구,봉림동,,2644010800,8,"23,962","5,991",0,0,0,0,0,0,0,0,0,8,"23,962","5,991"
부산광역시,강서구,범방동,,2644011600,1,"4,933","1,233",0,0,0,0,0,0,0,0,0,1,"4,933","1,233"
부산광역시,기장군,기장읍,대변리,2671025028,1,"1,719",17,0,0,0,1,"1,719",17,0,0,0,0,0,0
부산광역시,기장군,기장읍,만화리,2671025030,1,"1,320",0,0,0,0,1,"1,320",0,0,0,0,0,0,0
부산광역시,기장군,기장읍,내리,2671025034,2,"1,351",54,0,0,0,2,"1,351",54,0,0,0,0,0,0
부산광역시,기장군,장안읍,장안리,2671025325,1,570,38,0,0,0,1,570,38,0,0,0,0,0,0
부산광역시,기장군,장안읍,명례리,2671025329,1,853,46,0,0,0,1,853,46,0,0,0,0,0,0
부산광역시,기장군,장안읍,월내리,2671025330,1,"1,500",29,0,0,0,1,"1,500",29,0,0,0,0,0,0
부산광역시,기장군,장안읍,길천리,2671025334,1,"1,075",33,0,0,0,1,"1,075",33,0,0,0,0,0,0
부산광역시,기장군,일광면,이천리,2671031022,7,"9,485",245,0,0,0,7,"9,485",245,0,0,0,0,0,0
부산광역시,기장군,일광면,학리,2671031023,3,"7,611",108,0,0,0,3,"7,611",108,0,0,0,0,0,0
부산광역시,기장군,일광면,동백리,2671031024,2,"7,577",79,0,0,0,2,"7,577",79,0,0,0,0,0,0
부산광역시,기장군,일광면,화전리,2671031031,1,"1,422",38,0,0,0,1,"1,422",38,0,0,0,0,0,0
인천광역시,서구,마전동,,2826011300,1,"1,012",0,1,"1,012",0,0,0,0,0,0,0,0,0,0
인천광역시,강화군,화도면,흥왕리,2871034027,1,"2,408",720,0,0,0,0,0,0,0,0,0,1,"2,408",720
대전광역시,서구,오동,,3017012200,1,"1,597","2,433",0,0,0,0,0,0,0,0,0,1,"1,597","2,433"
울산광역시,북구,당사동,,3120011600,1,"1,032","3,042",1,"1,032","3,042",0,0,0,0,0,0,0,0,0
울산광역시,울주군,서생면,신암리,3171031021,6,"24,911","102,000",0,0,0,6,"24,911","102,000",0,0,0,0,0,0
울산광역시,울주군,서생면,대송리,3171031025,2,"9,347","25,000",0,0,0,2,"9,347","25,000",0,0,0,0,0,0
울산광역시,울주군,서생면,진하리,3171031028,3,"8,554","31,250",0,0,0,3,"8,554","31,250",0,0,0,0,0,0
울산광역시,울주군,서생면,화정리,3171031029,1,"2,738",225,0,0,0,0,0,0,0,0,0,1,"2,738",225
세종특별자치시,,조치원읍,신안리,3611025032,1,630,0,0,0,0,0,0,0,0,0,0,1,630,0
세종특별자치시,,조치원읍,봉산리,3611025033,2,"1,930",31,0,0,0,0,0,0,0,0,0,2,"1,930",31
세종특별자치시,,연동면,응암리,3611032024,1,724,17,0,0,0,0,0,0,0,0,0,1,724,17
세종특별자치시,,연동면,합강리,3611032028,1,"3,098",50,0,0,0,0,0,0,0,0,0,1,"3,098",50
세종특별자치시,,금남면,성덕리,3611034040,1,630,0,0,0,0,0,0,0,0,0,0,1,630,0
세종특별자치시,,금남면,영곡리,3611034041,1,671,0,0,0,0,0,0,0,0,0,0,1,671,0
세종특별자치시,,금남면,국곡리,3611034044,1,"4,748",42,0,0,0,0,0,0,0,0,0,1,"4,748",42
세종특별자치시,,금남면,도남리,3611034046,1,"2,387",33,0,0,0,0,0,0,0,0,0,1,"2,387",33
세종특별자치시,,연서면,쌍류리,3611036026,1,"1,407",9,0,0,0,1,"1,407",9,0,0,0,0,0,0
세종특별자치시,,연서면,기룡리,3611036028,1,"2,454",163,0,0,0,1,"2,454",163,0,0,0,0,0,0
세종특별자치시,,연서면,국촌리,3611036030,1,"3,740",101,0,0,0,0,0,0,0,0,0,1,"3,740",101
세종특별자치시,,연서면,와촌리,3611036031,1,"3,040",8,0,0,0,0,0,0,0,0,0,1,"3,040",8
세종특별자치시,,연서면,봉암리,3611036033,1,"5,893",21,0,0,0,0,0,0,0,0,0,1,"5,893",21
세종특별자치시,,전의면,유천리,3611037026,2,"6,835",53,0,0,0,0,0,0,0,0,0,2,"6,835",53
세종특별자치시,,전동면,송곡리,3611038026,4,"10,915",525,0,0,0,0,0,0,0,0,0,4,"10,915",525
세종특별자치시,,전동면,송성리,3611038030,1,"12,945",292,0,0,0,0,0,0,0,0,0,1,"12,945",292
경기도,수원시장안구,송죽동,,4111113500,1,900,0,0,0,0,0,0,0,0,0,0,1,900,0
경기도,평택시,도일동,,4122010600,1,"3,045","4,250",0,0,0,0,0,0,0,0,0,1,"3,045","4,250"
경기도,평택시,세교동,,4122012000,1,"1,312","2,667",0,0,0,0,0,0,0,0,0,1,"1,312","2,667"
경기도,평택시,소사동,,4122012300,1,"2,621","2,917",0,0,0,0,0,0,0,0,0,1,"2,621","2,917"
경기도,평택시,청룡동,,4122012600,1,"11,514","7,917",0,0,0,0,0,0,0,0,0,1,"11,514","7,917"
경기도,평택시,팽성읍,추팔리,4122025023,2,"5,833","6,417",0,0,0,0,0,0,0,0,0,2,"5,833","6,417"
경기도,평택시,팽성읍,노와리,4122025024,1,"11,640","7,917",0,0,0,0,0,0,0,0,0,1,"11,640","7,917"
경기도,평택시,팽성읍,신호리,4122025028,1,"1,036","2,500",0,0,0,0,0,0,0,0,0,1,"1,036","2,500"
경기도,평택시,팽성읍,석봉리,4122025030,1,"5,767","6,500",0,0,0,0,0,0,0,0,0,1,"5,767","6,500"
경기도,평택시,팽성읍,신대리,4122025034,6,"16,531","20,083",0,0,0,0,0,0,0,0,0,6,"16,531","20,083"
경기도,평택시,안중읍,삼정리,4122025325,4,"10,616","13,167",0,0,0,0,0,0,0,0,0,4,"10,616","13,167"
경기도,평택시,포승읍,원정리,4122025623,1,"3,131","4,333",0,0,0,0,0,0,0,0,0,1,"3,131","4,333"
경기도,평택시,포승읍,만호리,4122025624,2,"5,832","3,667",0,0,0,0,0,0,0,0,0,2,"5,832","3,667"
경기도,평택시,포승읍,희곡리,4122025625,1,"2,941","3,750",0,0,0,0,0,0,0,0,0,1,"2,941","3,750"
경기도,평택시,포승읍,신영리,4122025626,6,"13,137","21,417",0,0,0,0,0,0,0,0,0,6,"13,137","21,417"
경기도,평택시,포승읍,홍원리,4122025629,1,"1,645","2,667",0,0,0,0,0,0,0,0,0,1,"1,645","2,667"
경기도,평택시,진위면,마산리,4122031022,1,904,"2,333",0,0,0,0,0,0,0,0,0,1,904,"2,333"
경기도,평택시,진위면,고현리,4122031025,2,"6,112",0,0,0,0,0,0,0,0,0,0,2,"6,112",0
경기도,평택시,진위면,신리,4122031032,1,"1,431","2,833",0,0,0,1,"1,431","2,833",0,0,0,0,0,0
경기도,평택시,서탄면,수월암리,4122032023,8,"20,907","31,083",0,0,0,0,0,0,0,0,0,8,"20,907","31,083"
경기도,평택시,서탄면,내천리,4122032024,1,"2,733","3,917",0,0,0,0,0,0,0,0,0,1,"2,733","3,917"
경기도,평택시,서탄면,장등리,4122032028,1,"12,390","7,750",0,0,0,0,0,0,0,0,0,1,"12,390","7,750"
경기도,평택시,고덕면,좌교리,4122033031,1,"1,846","3,000",0,0,0,0,0,0,0,0,0,1,"1,846","3,000"
경기도,평택시,오성면,숙성리,4122034021,2,"4,183","6,000",0,0,0,0,0,0,0,0,0,2,"4,183","6,000"
경기도,평택시,오성면,안화리,4122034024,1,801,"2,250",0,0,0,0,0,0,0,0,0,1,801,"2,250"
경기도,평택시,오성면,양교리,4122034025,1,"3,091","4,500",0,0,0,0,0,0,0,0,0,1,"3,091","4,500"
경기도,평택시,오성면,길음리,4122034027,3,"6,705","8,667",0,0,0,0,0,0,0,0,0,3,"6,705","8,667"
경기도,평택시,오성면,당거리,4122034028,3,"8,054","11,000",0,0,0,0,0,0,0,0,0,3,"8,054","11,000"
경기도,평택시,오성면,창내리,4122034029,1,"4,599","5,083",0,0,0,0,0,0,0,0,0,1,"4,599","5,083"
경기도,평택시,청북면,고잔리,4122035023,2,"12,331","12,667",0,0,0,0,0,0,0,0,0,2,"12,331","12,667"
경기도,평택시,청북면,율북리,4122035029,1,"2,968","3,250",0,0,0,0,0,0,0,0,0,1,"2,968","3,250"
경기도,평택시,현덕면,덕목리,4122037026,1,"2,410","3,917",0,0,0,0,0,0,0,0,0,1,"2,410","3,917"
경기도,평택시,현덕면,대안리,4122037028,3,"10,571","11,917",0,0,0,0,0,0,0,0,0,3,"10,571","11,917"
경기도,평택시,현덕면,권관리,4122037030,3,"5,736","9,417",0,0,0,0,0,0,0,0,0,3,"5,736","9,417"
경기도,평택시,현덕면,장수리,4122037031,1,"1,990","3,333",0,0,0,0,0,0,0,0,0,1,"1,990","3,333"
경기도,고양시덕양구,원당동,,4128110200,1,"3,495",3,0,0,0,0,0,0,0,0,0,1,"3,495",3
경기도,고양시덕양구,원흥동,,4128110400,1,"2,295",37,0,0,0,0,0,0,0,0,0,1,"2,295",37
경기도,고양시덕양구,화정동,,4128112300,1,"3,560",83,0,0,0,0,0,0,0,0,0,1,"3,560",83
경기도,고양시덕양구,행신동,,4128112800,1,"4,825",13,0,0,0,0,0,0,0,0,0,1,"4,825",13
경기도,남양주시,일패동,,4136010400,3,"1,812",130,0,0,0,0,0,0,0,0,0,3,"1,812",130
경기도,남양주시,와부읍,도곡리,4136025022,2,"1,163",50,0,0,0,0,0,0,0,0,0,2,"1,163",50
경기도,남양주시,와부읍,월문리,4136025024,1,"2,151",133,0,0,0,0,0,0,0,0,0,1,"2,151",133
경기도,남양주시,와부읍,율석리,4136025025,2,"2,669",55,0,0,0,0,0,0,0,0,0,2,"2,669",55
경기도,남양주시,진접읍,내각리,4136025322,1,"1,140",75,0,0,0,0,0,0,0,0,0,1,"1,140",75
경기도,남양주시,진접읍,진벌리,4136025327,1,"1,845",300,0,0,0,0,0,0,0,0,0,1,"1,845",300
경기도,남양주시,진건읍,신월리,4136025924,2,"2,297",155,0,0,0,0,0,0,0,0,0,2,"2,297",155
경기도,남양주시,진건읍,송능리,4136025926,2,"5,017",368,0,0,0,0,0,0,0,0,0,2,"5,017",368
경기도,남양주시,오남읍,오남리,4136026223,1,51,2,0,0,0,0,0,0,0,0,0,1,51,2
경기도,시흥시,신천동,,4139010200,1,"2,310","1,065",0,0,0,0,0,0,0,0,0,1,"2,310","1,065"
경기도,시흥시,계수동,,4139011300,1,"1,650",760,0,0,0,0,0,0,0,0,0,1,"1,650",760
경기도,시흥시,능곡동,,4139011800,1,555,300,0,0,0,0,0,0,0,0,0,1,555,300
경기도,시흥시,조남동,,4139012400,3,"7,578","2,129",0,0,0,0,0,0,0,0,0,3,"7,578","2,129"
경기도,시흥시,논곡동,,4139012500,1,"2,403","1,065",0,0,0,0,0,0,0,0,0,1,"2,403","1,065"
경기도,시흥시,거모동,,4139012700,2,"4,067","1,065",0,0,0,0,0,0,0,0,0,2,"4,067","1,065"
경기도,시흥시,군자동,,4139012800,1,"3,168",0,0,0,0,0,0,0,0,0,0,1,"3,168",0
경기도,의왕시,청계동,,4143010800,1,"1,804",292,0,0,0,1,"1,804",292,0,0,0,0,0,0
경기도,하남시,감이동,,4145011500,1,"1,719",83,0,0,0,0,0,0,0,0,0,1,"1,719",83
경기도,용인시처인구,고림동,,4146110600,1,280,3,0,0,0,0,0,0,0,0,0,1,280,3
경기도,용인시처인구,남사면,진목리,4146132025,2,"2,025",158,0,0,0,0,0,0,0,0,0,2,"2,025",158
경기도,용인시처인구,원삼면,독성리,4146134027,2,"10,840","3,083",0,0,0,0,0,0,0,0,0,2,"10,840","3,083"
경기도,용인시처인구,원삼면,죽능리,4146134028,2,"2,043","1,300",0,0,0,0,0,0,0,0,0,2,"2,043","1,300"
경기도,용인시처인구,원삼면,목신리,4146134029,1,433,250,0,0,0,0,0,0,0,0,0,1,433,250
경기도,용인시처인구,백암면,석천리,4146135027,1,709,100,0,0,0,0,0,0,0,0,0,1,709,100
경기도,용인시기흥구,상하동,,4146311700,1,"1,594",7,0,0,0,0,0,0,0,0,0,1,"1,594",7
경기도,파주시,문산읍,임진리,4148025024,1,"1,212","4,167",0,0,0,0,0,0,0,0,0,1,"1,212","4,167"
경기도,파주시,문산읍,내포리,4148025029,1,"2,800",0,0,0,0,0,0,0,0,0,0,1,"2,800",0
경기도,파주시,파주읍,향양리,4148025322,1,"1,088",0,0,0,0,0,0,0,0,0,0,1,"1,088",0
경기도,파주시,파주읍,백석리,4148025325,1,"1,500",0,0,0,0,0,0,0,0,0,0,1,"1,500",0
경기도,파주시,법원읍,법원리,4148025622,2,"3,010",0,0,0,0,1,940,0,0,0,0,1,"2,070",0
경기도,파주시,법원읍,대능리,4148025625,1,"3,440","1,083",0,0,0,0,0,0,0,0,0,1,"3,440","1,083"
경기도,파주시,탄현면,법흥리,4148032022,1,"1,000",0,0,0,0,0,0,0,0,0,0,1,"1,000",0
경기도,파주시,탄현면,금승리,4148032028,1,"3,344","3,333",0,0,0,0,0,0,0,0,0,1,"3,344","3,333"
경기도,파주시,파평면,덕천리,4148036021,1,"12,433","5,417",0,0,0,0,0,0,0,0,0,1,"12,433","5,417"
경기도,파주시,적성면,구읍리,4148037024,2,"5,024","1,025",0,0,0,1,"1,157",417,0,0,0,1,"3,867",608
경기도,파주시,적성면,식현리,4148037030,1,"2,029","1,500",0,0,0,0,0,0,0,0,0,1,"2,029","1,500"
경기도,파주시,적성면,주월리,4148037031,4,"5,362",517,0,0,0,0,0,0,0,0,0,4,"5,362",517
경기도,파주시,적성면,자장리,4148037036,1,"1,445",490,0,0,0,0,0,0,0,0,0,1,"1,445",490
경기도,이천시,창전동,,4150010100,1,122,4,0,0,0,0,0,0,0,0,0,1,122,4
경기도,이천시,부발읍,죽당리,4150025322,1,486,50,0,0,0,0,0,0,0,0,0,1,486,50
경기도,이천시,부발읍,수정리,4150025331,2,678,54,0,0,0,0,0,0,0,0,0,2,678,54
경기도,이천시,신둔면,도봉리,4150031025,1,"2,606",167,0,0,0,0,0,0,0,0,0,1,"2,606",167
경기도,이천시,호법면,후안리,4150033023,1,481,13,0,0,0,0,0,0,0,0,0,1,481,13
경기도,이천시,마장면,작촌리,4150034033,1,"2,026",21,0,0,0,0,0,0,0,0,0,1,"2,026",21
경기도,이천시,율면,산양리,4150038025,1,"6,590",333,0,0,0,0,0,0,0,0,0,1,"6,590",333
경기도,안성시,발화동,,4155013200,1,"1,310",0,0,0,0,1,"1,310",0,0,0,0,0,0,0
경기도,안성시,공도읍,중복리,4155025024,2,"2,640","2,500",0,0,0,0,0,0,0,0,0,2,"2,640","2,500"
경기도,안성시,공도읍,용두리,4155025025,1,"2,469",33,0,0,0,0,0,0,0,0,0,1,"2,469",33
경기도,안성시,보개면,상삼리,4155031024,1,"1,812","1,667",0,0,0,0,0,0,0,0,0,1,"1,812","1,667"
경기도,안성시,금광면,내우리,4155032021,1,"9,970","4,167",0,0,0,0,0,0,0,0,0,1,"9,970","4,167"
경기도,안성시,양성면,방축리,4155036033,1,"1,884","4,167",0,0,0,1,"1,884","4,167",0,0,0,0,0,0
경기도,안성시,일죽면,화곡리,4155039030,1,"4,882",0,0,0,0,1,"4,882",0,0,0,0,0,0,0
경기도,안성시,죽산면,용설리,4155040027,1,636,"2,500",0,0,0,1,636,"2,500",0,0,0,0,0,0
경기도,안성시,고삼면,가유리,4155042024,5,"14,212","28,333",0,0,0,5,"14,212","28,333",0,0,0,0,0,0
경기도,김포시,운양동,,4157010300,2,"6,953",17,0,0,0,2,"6,953",17,0,0,0,0,0,0
경기도,김포시,감정동,,4157010500,2,"3,191",129,0,0,0,0,0,0,0,0,0,2,"3,191",129
경기도,김포시,통진읍,동을산리,4157025026,2,"4,923",50,0,0,0,2,"4,923",50,0,0,0,0,0,0
경기도,김포시,통진읍,귀전리,4157025027,1,"1,400","1,667",0,0,0,1,"1,400","1,667",0,0,0,0,0,0
경기도,김포시,양촌읍,학운리,4157025626,1,"1,404",167,0,0,0,1,"1,404",167,0,0,0,0,0,0
경기도,김포시,양촌읍,흥신리,4157025628,1,"2,998",0,0,0,0,0,0,0,0,0,0,1,"2,998",0
경기도,김포시,대곶면,상마리,4157034024,1,"2,567",0,0,0,0,0,0,0,0,0,0,1,"2,567",0
경기도,김포시,월곶면,고막리,4157035022,1,"1,976",58,0,0,0,1,"1,976",58,0,0,0,0,0,0
경기도,김포시,하성면,가금리,4157036026,2,"3,819","23,333",0,0,0,2,"3,819","23,333",0,0,0,0,0,0
경기도,김포시,하성면,원산리,4157036028,1,"5,323","16,667",0,0,0,1,"5,323","16,667",0,0,0,0,0,0
경기도,김포시,하성면,하사리,4157036029,1,"2,840",0,0,0,0,1,"2,840",0,0,0,0,0,0,0
경기도,화성시,봉담읍,상기리,4159025336,1,"2,009",0,0,0,0,0,0,0,0,0,0,1,"2,009",0
경기도,화성시,매송면,야목리,4159031025,1,"2,010",0,0,0,0,0,0,0,0,0,0,1,"2,010",0
경기도,화성시,비봉면,양노리,4159032021,1,886,83,0,0,0,0,0,0,0,0,0,1,886,83
경기도,양주시,옥정동,,4163011400,1,"1,028",8,0,0,0,0,0,0,0,0,0,1,"1,028",8
경기도,양주시,백석읍,오산리,4163025022,2,"2,511",183,0,0,0,1,"1,821",100,0,0,0,1,690,83
경기도,양주시,남면,신산리,4163032021,1,650,8,0,0,0,1,650,8,0,0,0,0,0,0
경기도,양주시,남면,상수리,4163032027,1,"2,106",42,0,0,0,0,0,0,0,0,0,1,"2,106",42
경기도,포천시,소흘읍,고모리,4165025026,1,"3,145",500,0,0,0,0,0,0,0,0,0,1,"3,145",500
경기도,포천시,신북면,갈월리,4165034030,1,930,4,0,0,0,0,0,0,0,0,0,1,930,4
경기도,포천시,영중면,성동리,4165036024,1,"4,198",2,0,0,0,1,"4,198",2,0,0,0,0,0,0
경기도,포천시,일동면,수입리,4165037026,1,"11,722","10,000",0,0,0,1,"11,722","10,000",0,0,0,0,0,0
경기도,포천시,영북면,자일리,4165039022,1,660,167,0,0,0,1,660,167,0,0,0,0,0,0
경기도,포천시,관인면,중리,4165040021,7,"26,838","15,833",0,0,0,3,"8,011","7,500",0,0,0,4,"18,827","8,333"
경기도,여주군,여주읍,신진리,4173025026,1,"2,090",300,0,0,0,0,0,0,0,0,0,1,"2,090",300
경기도,여주군,가남면,오산리,4173032029,1,498,80,0,0,0,0,0,0,0,0,0,1,498,80
경기도,여주군,금사면,전북리,4173034032,1,"1,492",240,0,0,0,0,0,0,0,0,0,1,"1,492",240
경기도,여주군,대신면,당남리,4173036035,1,"2,036",300,0,0,0,0,0,0,0,0,0,1,"2,036",300
경기도,여주군,대신면,초현리,4173036038,1,"1,717",210,0,0,0,0,0,0,0,0,0,1,"1,717",210
경기도,여주군,대신면,양촌리,4173036039,1,976,160,0,0,0,0,0,0,0,0,0,1,976,160
경기도,여주군,북내면,석우리,4173037032,1,"1,500",250,0,0,0,0,0,0,0,0,0,1,"1,500",250
경기도,여주군,북내면,신접리,4173037037,2,"1,355",210,0,0,0,0,0,0,0,0,0,2,"1,355",210
경기도,여주군,북내면,지내리,4173037038,1,"1,000",160,0,0,0,0,0,0,0,0,0,1,"1,000",160
경기도,여주군,강천면,이호리,4173038023,1,396,50,0,0,0,0,0,0,0,0,0,1,396,50
경기도,연천군,연천읍,차탄리,4180025021,1,600,0,0,0,0,0,0,0,0,0,0,1,600,0
경기도,연천군,미산면,아미리,4180034022,2,"1,200",0,0,0,0,0,0,0,0,0,0,2,"1,200",0
경기도,연천군,미산면,백석리,4180034023,1,"1,322",0,0,0,0,0,0,0,0,0,0,1,"1,322",0
경기도,연천군,미산면,유촌리,4180034024,1,"2,834",0,0,0,0,0,0,0,0,0,0,1,"2,834",0
경기도,연천군,중면,삼곶리,4180037021,1,"1,082",4,0,0,0,0,0,0,0,0,0,1,"1,082",4
경기도,연천군,장남면,판부리,4180038023,1,"2,343",167,0,0,0,0,0,0,0,0,0,1,"2,343",167
경기도,가평군,설악면,송산리,4182031025,1,393,83,0,0,0,0,0,0,0,0,0,1,393,83
경기도,가평군,설악면,가일리,4182031032,1,"4,551",417,0,0,0,0,0,0,0,0,0,1,"4,551",417
경기도,가평군,설악면,천안리,4182031034,1,390,8,0,0,0,0,0,0,0,0,0,1,390,8
경기도,가평군,청평면,상천리,4182032522,4,"1,957",42,0,0,0,0,0,0,0,0,0,4,"1,957",42
경기도,가평군,청평면,삼회리,4182032527,1,454,8,0,0,0,0,0,0,0,0,0,1,454,8
경기도,가평군,하면,현리,4182034021,1,936,83,0,0,0,0,0,0,0,0,0,1,936,83
경기도,가평군,북면,목동리,4182035021,1,400,42,0,0,0,0,0,0,0,0,0,1,400,42
경기도,가평군,북면 ,목동리,4182035021,1,495,667,0,0,0,0,0,0,0,0,0,1,495,667
경기도,가평군,북면,화악리,4182035023,1,"3,300",667,0,0,0,0,0,0,0,0,0,1,"3,300",667
경기도,가평군,북면,제령리,4182035027,1,462,50,0,0,0,0,0,0,0,0,0,1,462,50
경기도,양평군,단월면,봉상리,4183036023,3,"13,246",833,0,0,0,0,0,0,0,0,0,3,"13,246",833
경기도,양평군,청운면,신론리,4183037027,2,"6,429",400,0,0,0,0,0,0,0,0,0,2,"6,429",400
경기도,양평군,양동면,금왕리,4183038025,4,"8,174",750,0,0,0,0,0,0,0,0,0,4,"8,174",750
경기도,양평군,양동면,계정리,4183038026,1,821,83,0,0,0,0,0,0,0,0,0,1,821,83
경기도,양평군,지평면,망미리,4183039524,2,"16,587",750,0,0,0,0,0,0,0,0,0,2,"16,587",750
경기도,양평군,지평면,대평리,4183039527,2,"4,865",500,0,0,0,0,0,0,0,0,0,2,"4,865",500
경기도,양평군,용문면,화전리,4183040022,1,672,17,0,0,0,0,0,0,0,0,0,1,672,17
경기도,양평군,용문면,오촌리,4183040032,2,"3,613",167,0,0,0,0,0,0,0,0,0,2,"3,613",167
경기도,양평군,개군면,상자포리,4183041033,1,"2,007",83,0,0,0,0,0,0,0,0,0,1,"2,007",83
강원도,춘천시,사농동,,4211011900,4,"3,512","4,409",0,0,0,4,"3,512","4,409",0,0,0,0,0,0
강원도,춘천시,신동,,4211012800,2,"2,064","6,367",0,0,0,2,"2,064","6,367",0,0,0,0,0,0
강원도,춘천시,신북읍,천전리,4211025022,1,677,667,0,0,0,1,677,667,0,0,0,0,0,0
강원도,춘천시,신북읍,산천리,4211025024,1,"1,950","2,617",0,0,0,1,"1,950","2,617",0,0,0,0,0,0
강원도,춘천시,신북읍,발산리,4211025025,1,321,167,0,0,0,1,321,167,0,0,0,0,0,0
강원도,춘천시,동면,지내리,4211031021,5,"16,557","11,578",0,0,0,5,"16,557","11,578",0,0,0,0,0,0
강원도,춘천시,동면,장학리,4211031023,2,"2,112","1,233",0,0,0,2,"2,112","1,233",0,0,0,0,0,0
강원도,춘천시,서면,금산리,4211035022,1,640,167,0,0,0,1,640,167,0,0,0,0,0,0
강원도,춘천시,서면,신매리,4211035023,4,"9,481","16,984",0,0,0,4,"9,481","16,984",0,0,0,0,0,0
강원도,춘천시,서면,오월리,4211035025,1,"1,092",83,0,0,0,1,"1,092",83,0,0,0,0,0,0
강원도,춘천시,서면,월송리,4211035026,1,624,83,0,0,0,1,624,83,0,0,0,0,0,0
강원도,춘천시,남산면,광판리,4211040022,2,"7,786","5,075",0,0,0,2,"7,786","5,075",0,0,0,0,0,0
강원도,원주시,봉산동,,4213011300,1,"2,500",0,0,0,0,0,0,0,0,0,0,1,"2,500",0
강원도,원주시,소초면,장양리,4213031023,1,716,292,0,0,0,0,0,0,0,0,0,1,716,292
강원도,원주시,호저면,고산리,4213032022,1,"1,191",75,0,0,0,0,0,0,0,0,0,1,"1,191",75
강원도,원주시,호저면,광격리,4213032024,1,"1,129",0,0,0,0,0,0,0,0,0,0,1,"1,129",0
강원도,원주시,지정면,안창리,4213033022,1,"2,900",17,0,0,0,0,0,0,0,0,0,1,"2,900",17
강원도,원주시,귀래면,주포리,4213036024,1,812,0,0,0,0,0,0,0,0,0,0,1,812,0
강원도,원주시,흥업면,사제리,4213037023,1,"1,915",0,0,0,0,0,0,0,0,0,0,1,"1,915",0
강원도,원주시,신림면,황둔리,4213039026,2,"3,102","1,466",0,0,0,2,"3,102","1,466",0,0,0,0,0,0
강원도,강릉시,강동면,안인진리,4215034024,10,"26,336",316,0,0,0,10,"26,336",316,0,0,0,0,0,0
강원도,태백시,창죽동,,4219011100,1,716,"1,333",0,0,0,1,716,"1,333",0,0,0,0,0,0
강원도,삼척시,도계읍,고사리,4223025023,1,"2,667",100,0,0,0,1,"2,667",100,0,0,0,0,0,0
강원도,삼척시,근덕면,하맹방리,4223031022,1,"1,002","1,542",0,0,0,1,"1,002","1,542",0,0,0,0,0,0
강원도,삼척시,근덕면,용화리,4223031033,1,"1,056",0,0,0,0,1,"1,056",0,0,0,0,0,0,0
강원도,삼척시,하장면,토산리,4223032028,1,"2,310","8,333",0,0,0,1,"2,310","8,333",0,0,0,0,0,0
강원도,삼척시,미로면,동산리,4223034030,1,975,"2,500",0,0,0,1,975,"2,500",0,0,0,0,0,0
강원도,홍천군,두촌면,원동리,4272032025,1,624,0,0,0,0,1,624,0,0,0,0,0,0,0
강원도,홍천군,내면,광원리,4272039022,1,"1,863","1,667",0,0,0,1,"1,863","1,667",0,0,0,0,0,0
강원도,횡성군,안흥면,상안리,4273032024,1,822,25,0,0,0,0,0,0,0,0,0,1,822,25
강원도,횡성군,청일면,속실리,4273035022,1,409,25,0,0,0,0,0,0,0,0,0,1,409,25
강원도,횡성군,공근면,상동리,4273036021,1,498,125,0,0,0,0,0,0,0,0,0,1,498,125
강원도,횡성군,공근면,학담리,4273036033,1,"1,256",833,0,0,0,0,0,0,0,0,0,1,"1,256",833
강원도,횡성군,공근면,매곡리,4273036034,1,259,250,0,0,0,0,0,0,0,0,0,1,259,250
강원도,횡성군,강림면,부곡리,4273038022,2,853,429,0,0,0,0,0,0,0,0,0,2,853,429
강원도,영월군,영월읍,거운리,4275025026,1,"1,020","3,000",0,0,0,1,"1,020","3,000",0,0,0,0,0,0
강원도,영월군,김삿갓면,옥동리,4275032524,1,"4,706","13,750",0,0,0,1,"4,706","13,750",0,0,0,0,0,0
강원도,영월군,김삿갓면,와석리,4275032527,1,"1,569","1,667",0,0,0,1,"1,569","1,667",0,0,0,0,0,0
강원도,영월군,북면,문곡리,4275033022,1,"2,134","5,167",0,0,0,1,"2,134","5,167",0,0,0,0,0,0
강원도,영월군,수주면,무릉리,4275037021,1,"2,537","1,375",0,0,0,1,"2,537","1,375",0,0,0,0,0,0
강원도,평창군,평창읍,상리,4276025021,1,"12,985","6,667",0,0,0,1,"12,985","6,667",0,0,0,0,0,0
강원도,평창군,평창읍,다수리,4276025048,1,89,8,0,0,0,1,89,8,0,0,0,0,0,0
강원도,평창군,미탄면,창리,4276031021,4,"20,037","18,583",0,0,0,4,"20,037","18,583",0,0,0,0,0,0
강원도,평창군,미탄면,회동리,4276031023,1,879,625,0,0,0,1,879,625,0,0,0,0,0,0
