시도,시군구,읍면동,리,행정구역코드,총계_업소수(개),총계_시설 면적(㎡),총계_사료사용량(kg/월),가두리_업소수(개),가두리_시설 면적(㎡),가두리_사료사용량(kg/월),유수식_업소수(개),유수식_시설 면적(㎡),유수식_사료사용량(kg/월),도전양식_업소수(개),도전양식_시설 면적(㎡),도전양식_사료사용량(kg/월),지수식_업소수(개),지수식_시설 면적(㎡),지수식_사료사용량(kg/월)
경상북도,예천군,호명면,월포리,4790036049,1,42,8,0,0,0,1,42,8,0,0,0,0,0,0
경상북도,예천군,유천면,화지리,4790037041,1,660,8,0,0,0,1,660,8,0,0,0,0,0,0
경상북도,예천군,지보면,지보리,4790040023,1,952,625,0,0,0,1,952,625,0,0,0,0,0,0
경상북도,예천군,지보면,신풍리,4790040025,1,"1,821",375,0,0,0,1,"1,821",375,0,0,0,0,0,0
경상북도,예천군,풍양면,낙상리,4790041040,1,"3,800",333,0,0,0,0,0,0,0,0,0,1,"3,800",333
경상북도,봉화군,봉화읍,적덕리,4792025027,1,"1,097",913,0,0,0,1,"1,097",913,0,0,0,0,0,0
경상북도,봉화군,봉화읍,도촌리,4792025029,1,"1,684","1,521",0,0,0,1,"1,684","1,521",0,0,0,0,0,0
경상북도,봉화군,물야면,개단리,4792031023,1,"1,400","1,825",0,0,0,1,"1,400","1,825",0,0,0,0,0,0
경상북도,봉화군,봉성면,창평리,4792032024,1,"1,518","1,521",0,0,0,1,"1,518","1,521",0,0,0,0,0,0
경상북도,봉화군,춘양면,서벽리,4792034027,1,"1,320","2,125",0,0,0,1,"1,320","2,125",0,0,0,0,0,0
경상북도,봉화군,명호면,도천리,4792037021,1,534,17,0,0,0,1,534,17,0,0,0,0,0,0
경상북도,울진군,울진읍,온양리,4793025024,2,"2,910",125,0,0,0,2,"2,910",125,0,0,0,0,0,0
경상북도,울진군,평해읍,직산리,4793025326,1,578,83,0,0,0,1,578,83,0,0,0,0,0,0
경상북도,울진군,평해읍,거일리,4793025327,1,"1,403",83,0,0,0,1,"1,403",83,0,0,0,0,0,0
경상북도,울진군,북면,덕천리,4793031033,1,683,0,1,683,0,0,0,0,0,0,0,0,0,0
경상북도,울진군,서면,왕피리,4793032023,1,"2,106",83,0,0,0,1,"2,106",83,0,0,0,0,0,0
경상북도,울진군,근남면,행곡리,4793033023,1,"4,064",833,0,0,0,1,"4,064",833,0,0,0,0,0,0
경상북도,울진군,근남면,진복리,4793033026,4,"4,434",83,0,0,0,4,"4,434",83,0,0,0,0,0,0
경상북도,울진군,원남면,금매리,4793034022,1,"1,206",0,0,0,0,1,"1,206",0,0,0,0,0,0,0
경상북도,울진군,원남면,오산리,4793034023,1,612,0,0,0,0,1,612,0,0,0,0,0,0,0
경상북도,울진군,원남면,갈면리,4793034027,1,"15,744",0,0,0,0,1,"15,744",0,0,0,0,0,0,0
경상북도,울진군,기성면,기성리,4793035022,2,"1,993",0,0,0,0,2,"1,993",0,0,0,0,0,0,0
경상북도,울진군,기성면,망양리,4793035024,1,"1,100",0,0,0,0,1,"1,100",0,0,0,0,0,0,0
경상북도,울진군,기성면,구산리,4793035031,1,"1,161",0,0,0,0,1,"1,161",0,0,0,0,0,0,0
경상북도,울진군,기성면,봉산리,4793035032,1,"2,764",0,0,0,0,1,"2,764",0,0,0,0,0,0,0
경상북도,울진군,죽변면,후정리,4793037022,1,907,0,0,0,0,1,907,0,0,0,0,0,0,0
경상북도,울진군,후포면,금음리,4793038023,2,"1,217",167,0,0,0,2,"1,217",167,0,0,0,0,0,0
경상남도,창원시의창구,동읍,석산리,4812125037,1,498,178,0,0,0,0,0,0,0,0,0,1,498,178
경상남도,창원시의창구,북면,신촌리,4812131036,2,"3,811",667,0,0,0,0,0,0,0,0,0,2,"3,811",667
경상남도,창원시마산합포구,진동면,신기리,4812532022,1,483,0,0,0,0,0,0,0,0,0,0,1,483,0
경상남도,창원시마산합포구,진북면,예곡리,4812533022,1,14,0,0,0,0,0,0,0,0,0,0,1,14,0
경상남도,창원시마산합포구,진전면,창포리,4812534032,1,"1,412",0,0,0,0,0,0,0,0,0,0,1,"1,412",0
경상남도,진주시,금곡면,두문리,4817033027,2,"5,398",267,0,0,0,0,0,0,0,0,0,2,"5,398",267
경상남도,진주시,지수면,승산리,4817039027,1,"1,583",0,0,0,0,0,0,0,0,0,0,1,"1,583",0
경상남도,진주시,수곡면,창촌리,4817046024,1,"5,507","1,250",0,0,0,1,"5,507","1,250",0,0,0,0,0,0
경상남도,통영시,산양읍,영운리,4822025021,1,942,8,0,0,0,1,942,8,0,0,0,0,0,0
경상남도,통영시,산양읍,신전리,4822025022,1,"1,275",8,0,0,0,1,"1,275",8,0,0,0,0,0,0
경상남도,통영시,산양읍,삼덕리,4822025025,1,518,17,0,0,0,1,518,17,0,0,0,0,0,0
경상남도,통영시,용남면,동달리,4822031022,2,"6,443",33,0,0,0,2,"6,443",33,0,0,0,0,0,0
경상남도,통영시,광도면,용호리,4822034025,1,"2,759",17,0,0,0,1,"2,759",17,0,0,0,0,0,0
경상남도,통영시,욕지면,동항리,4822035021,3,"3,742","1,000",0,0,0,3,"3,742","1,000",0,0,0,0,0,0
경상남도,통영시,사량면,돈지리,4822037022,2,"3,606",600,0,0,0,2,"3,606",600,0,0,0,0,0,0
경상남도,사천시,용현면,금문리,4824033030,1,845,0,0,0,0,1,845,0,0,0,0,0,0,0
경상남도,김해시,이동,,4825011300,1,"6,641",671,0,0,0,0,0,0,0,0,0,1,"6,641",671
경상남도,김해시,화목동,,4825011400,2,"13,406","1,353",0,0,0,0,0,0,0,0,0,2,"13,406","1,353"
경상남도,김해시,진영읍,신용리,4825025029,1,"4,600",0,0,0,0,0,0,0,0,0,0,1,"4,600",0
경상남도,김해시,장유면,율하리,4825031029,1,"6,962",861,0,0,0,0,0,0,0,0,0,1,"6,962",861
경상남도,김해시,장유면,장유리,4825031030,2,"1,879",116,0,0,0,0,0,0,0,0,0,2,"1,879",116
경상남도,김해시,장유면,응달리,4825031031,2,"8,734",953,0,0,0,0,0,0,0,0,0,2,"8,734",953
경상남도,김해시,진례면,산본리,4825033026,1,"1,120",8,0,0,0,0,0,0,0,0,0,1,"1,120",8
경상남도,김해시,진례면,송현리,4825033028,1,"3,010",500,0,0,0,0,0,0,0,0,0,1,"3,010",500
경상남도,김해시,상동면,묵방리,4825036026,1,900,0,0,0,0,0,0,0,0,0,0,1,900,0
경상남도,밀양시,하남읍,귀명리,4827025328,1,518,83,0,0,0,0,0,0,0,0,0,1,518,83
경상남도,밀양시,부북면,대항리,4827031030,1,892,417,0,0,0,0,0,0,0,0,0,1,892,417
경상남도,밀양시,산외면,다죽리,4827033021,1,452,417,0,0,0,0,0,0,0,0,0,1,452,417
경상남도,밀양시,산외면,희곡리,4827033023,1,"2,074",417,0,0,0,0,0,0,0,0,0,1,"2,074",417
경상남도,밀양시,산외면,금천리,4827033024,6,"17,140","3,500",0,0,0,4,"13,679","2,417",0,0,0,2,"3,461","1,083"
경상남도,밀양시,산외면,남기리,4827033025,1,"1,283",250,0,0,0,0,0,0,0,0,0,1,"1,283",250
경상남도,밀양시,단장면,단장리,4827035022,1,767,417,0,0,0,1,767,417,0,0,0,0,0,0
경상남도,밀양시,초동면,반월리,4827037025,1,310,8,0,0,0,0,0,0,0,0,0,1,310,8
경상남도,거제시,일운면,망치리,4831031021,2,"3,254","7,250",0,0,0,2,"3,254","7,250",0,0,0,0,0,0
경상남도,거제시,일운면,와현리,4831031023,1,933,"2,250",0,0,0,1,933,"2,250",0,0,0,0,0,0
경상남도,거제시,일운면,지세포리,4831031024,1,722,"1,750",0,0,0,1,722,"1,750",0,0,0,0,0,0
경상남도,거제시,동부면,오송리,4831032025,2,"5,267",833,0,0,0,2,"5,267",833,0,0,0,0,0,0
경상남도,거제시,동부면,가배리,4831032026,2,"5,212","19,000",0,0,0,2,"5,212","19,000",0,0,0,0,0,0
경상남도,거제시,남부면,저구리,4831033022,5,"8,326","22,333",0,0,0,5,"8,326","22,333",0,0,0,0,0,0
경상남도,거제시,거제면,법동리,4831034021,3,"3,811","28,500",0,0,0,3,"3,811","28,500",0,0,0,0,0,0
경상남도,거제시,둔덕면,어구리,4831035027,1,545,500,0,0,0,1,545,500,0,0,0,0,0,0
경상남도,거제시,둔덕면,술역리,4831035028,3,"5,959","43,333",0,0,0,3,"5,959","43,333",0,0,0,0,0,0
경상남도,거제시,둔덕면,학산리,4831035029,2,"3,408","3,338",0,0,0,2,"3,408","3,338",0,0,0,0,0,0
경상남도,거제시,사등면,덕호리,4831036027,1,"5,549","50,000",0,0,0,1,"5,549","50,000",0,0,0,0,0,0
경상남도,거제시,사등면,창호리,4831036028,2,"1,397","3,500",0,0,0,2,"1,397","3,500",0,0,0,0,0,0
경상남도,거제시,연초면,다공리,4831037025,1,"1,696",417,0,0,0,1,"1,696",417,0,0,0,0,0,0
경상남도,양산시,동면,내송리,4833031025,1,"8,189",83,0,0,0,0,0,0,0,0,0,1,"8,189",83
경상남도,양산시,동면,금산리,4833031027,1,"1,343",25,0,0,0,0,0,0,0,0,0,1,"1,343",25
경상남도,양산시,하북면,용연리,4833034028,4,"33,943",103,0,0,0,0,0,0,0,0,0,4,"33,943",103
경상남도,함안군,함안면,봉성리,4873031021,1,"2,645",8,0,0,0,1,"2,645",8,0,0,0,0,0,0
경상남도,함안군,법수면,강주리,4873033021,1,"2,240",0,0,0,0,0,0,0,0,0,0,1,"2,240",0
경상남도,함안군,대산면,부목리,4873034021,4,"17,175",92,0,0,0,0,0,0,0,0,0,4,"17,175",92
경상남도,함안군,대산면,구혜리,4873034027,1,108,"1,667",0,0,0,0,0,0,0,0,0,1,108,"1,667"
경상남도,함안군,칠북면,이령리,4873036023,1,"1,858",0,1,"1,858",0,0,0,0,0,0,0,0,0,0
경상남도,함안군,칠북면,가연리,4873036026,1,"7,555","1,667",0,0,0,0,0,0,0,0,0,1,"7,555","1,667"
경상남도,함안군,산인면,송정리,4873038024,1,643,0,0,0,0,0,0,0,0,0,0,1,643,0
경상남도,함안군,산인면,내인리,4873038025,1,"10,833",0,0,0,0,0,0,0,0,0,0,1,"10,833",0
경상남도,창녕군,남지읍,학계리,4874025323,1,"2,201",167,0,0,0,0,0,0,0,0,0,1,"2,201",167
경상남도,창녕군,고암면,원촌리,4874031023,1,"6,000",67,0,0,0,0,0,0,0,0,0,1,"6,000",67
경상남도,창녕군,고암면,감리,4874031028,1,"1,135",50,0,0,0,0,0,0,0,0,0,1,"1,135",50
경상남도,창녕군,대합면,목단리,4874033032,2,"12,169",183,0,0,0,0,0,0,0,0,0,2,"12,169",183
경상남도,창녕군,대합면,대곡리,4874033034,2,"7,741",200,0,0,0,0,0,0,0,0,0,2,"7,741",200
경상남도,창녕군,이방면,안리,4874034021,2,"5,440",67,0,0,0,0,0,0,0,0,0,2,"5,440",67
경상남도,창녕군,계성면,광계리,4874037025,7,"18,072",493,0,0,0,0,0,0,0,0,0,7,"18,072",493
경상남도,창녕군,영산면,성내리,4874038024,1,"2,356",90,0,0,0,0,0,0,0,0,0,1,"2,356",90
경상남도,창녕군,도천면,도천리,4874040021,1,"3,112",200,0,0,0,0,0,0,0,0,0,1,"3,112",200
경상남도,창녕군,부곡면,수다리,4874042030,1,852,83,0,0,0,0,0,0,0,0,0,1,852,83
경상남도,고성군,삼산면,두포리,4882031022,3,"8,299",250,0,0,0,3,"8,299",250,0,0,0,0,0,0
경상남도,고성군,하일면,송천리,4882032024,1,"2,010","9,115",0,0,0,1,"2,010","9,115",0,0,0,0,0,0
경상남도,고성군,하일면,동화리,4882032027,2,"3,113","10,050",0,0,0,2,"3,113","10,050",0,0,0,0,0,0
경상남도,고성군,하이면,덕호리,4882033021,1,"1,260","10,000",0,0,0,1,"1,260","10,000",0,0,0,0,0,0
경상남도,고성군,하이면,덕명리,4882033022,4,"5,946","11,833",0,0,0,4,"5,946","11,833",0,0,0,0,0,0
경상남도,고성군,구만면,광덕리,4882039026,1,"1,370",200,0,0,0,1,"1,370",200,0,0,0,0,0,0
경상남도,고성군,회화면,삼덕리,4882040025,2,"4,024",0,0,0,0,2,"4,024",0,0,0,0,0,0,0
경상남도,고성군,동해면,양촌리,4882042022,1,782,167,0,0,0,0,0,0,0,0,0,1,782,167
경상남도,남해군,이동면,신전리,4884031025,2,"1,592","2,667",0,0,0,2,"1,592","2,667",0,0,0,0,0,0
경상남도,남해군,이동면,용소리,4884031027,3,"5,358","5,333",0,0,0,0,0,0,0,0,0,3,"5,358","5,333"
경상남도,남해군,삼동면,물건리,4884033026,2,"4,572","5,333",0,0,0,0,0,0,0,0,0,2,"4,572","5,333"
경상남도,남해군,미조면,송정리,4884034021,3,"2,333","8,000",0,0,0,3,"2,333","8,000",0,0,0,0,0,0
경상남도,남해군,미조면,미조리,4884034022,1,"2,885","2,667",0,0,0,1,"2,885","2,667",0,0,0,0,0,0
경상남도,남해군,남면,선구리,4884035024,1,972,"2,667",0,0,0,1,972,"2,667",0,0,0,0,0,0
경상남도,남해군,창선면,가인리,4884039035,5,"12,656","13,333",0,0,0,4,"9,956","10,667",0,0,0,1,"2,700","2,667"
경상남도,남해군,창선면,진동리,4884039036,5,"6,559","13,333",0,0,0,5,"6,559","13,333",0,0,0,0,0,0
경상남도,하동군,양보면,장암리,4885038022,1,224,17,0,0,0,0,0,0,0,0,0,1,224,17
경상남도,하동군,금성면,가덕리,4885042021,5,"5,298","21,250",0,0,0,0,0,0,0,0,0,5,"5,298","21,250"
경상남도,산청군,산청읍,모고리,4886025024,2,"1,191",250,0,0,0,0,0,0,0,0,0,2,"1,191",250
경상남도,산청군,오부면,오전리,4886032025,1,"1,638","4,167",0,0,0,0,0,0,0,0,0,1,"1,638","4,167"
경상남도,산청군,오부면,대현리,4886032028,1,"1,610","4,167",0,0,0,0,0,0,0,0,0,1,"1,610","4,167"
경상남도,산청군,금서면,신아리,4886034027,1,862,83,0,0,0,0,0,0,0,0,0,1,862,83
경상남도,산청군,금서면,주상리,4886034028,2,"1,763",583,0,0,0,0,0,0,0,0,0,2,"1,763",583
경상남도,산청군,시천면,중태리,4886036031,1,"1,558","16,667",0,0,0,0,0,0,0,0,0,1,"1,558","16,667"
경상남도,산청군,단성면,호리,4886037033,3,"11,506","16,167",0,0,0,0,0,0,0,0,0,3,"11,506","16,167"
경상남도,산청군,단성면,당산리,4886037034,4,"12,946","5,667",0,0,0,0,0,0,0,0,0,4,"12,946","5,667"
경상남도,산청군,단성면,창촌리,4886037035,1,"2,468","8,333",0,0,0,0,0,0,0,0,0,1,"2,468","8,333"
경상남도,산청군,신안면,외고리,4886038027,1,788,"3,333",0,0,0,0,0,0,0,0,0,1,788,"3,333"
경상남도,산청군,신등면,가술리,4886040023,1,800,167,0,0,0,0,0,0,0,0,0,1,800,167
경상남도,함양군,지곡면,보산리,4887035030,1,700,"6,667",0,0,0,0,0,0,0,0,0,1,700,"6,667"
경상남도,함양군,서하면,운곡리,4887037022,1,"2,199","2,667",0,0,0,0,0,0,0,0,0,1,"2,199","2,667"
경상남도,함양군,서하면,다곡리,4887037023,1,"1,321","1,833",0,0,0,1,"1,321","1,833",0,0,0,0,0,0
경상남도,함양군,서하면,봉전리,4887037025,1,685,913,0,0,0,0,0,0,0,0,0,1,685,913
경상남도,함양군,백전면,오천리,4887039027,2,"2,131","3,333",0,0,0,0,0,0,0,0,0,2,"2,131","3,333"
경상남도,거창군,거창읍,장팔리,4888025027,1,626,0,0,0,0,0,0,0,0,0,0,1,626,0
경상남도,거창군,거창읍,가지리,4888025031,1,380,"1,667",0,0,0,0,0,0,0,0,0,1,380,"1,667"
경상남도,거창군,고제면,개명리,4888033021,1,280,125,0,0,0,0,0,0,0,0,0,1,280,125
경상남도,거창군,북상면,병곡리,4888034021,1,"1,577",133,0,0,0,0,0,0,0,0,0,1,"1,577",133
경상남도,거창군,위천면,황산리,4888035028,1,"4,255",125,0,0,0,0,0,0,0,0,0,1,"4,255",125
경상남도,거창군,마리면,월계리,4888036027,1,"1,542",0,0,0,0,0,0,0,0,0,0,1,"1,542",0
경상남도,거창군,가조면,석강리,4888040023,1,"2,301",125,0,0,0,0,0,0,0,0,0,1,"2,301",125
경상남도,거창군,가북면,용암리,4888041025,1,"2,535",125,0,0,0,0,0,0,0,0,0,1,"2,535",125
경상남도,합천군,합천읍,서산리,4889025025,1,"20,284","5,000",0,0,0,0,0,0,0,0,0,1,"20,284","5,000"
경상남도,합천군,율곡면,항곡리,4889035029,2,"6,505","2,250",0,0,0,0,0,0,0,0,0,2,"6,505","2,250"
경상남도,합천군,율곡면,제내리,4889035033,1,"2,505",58,0,0,0,0,0,0,0,0,0,1,"2,505",58
경상남도,합천군,용주면,월평리,4889046030,1,"1,014","5,833",0,0,0,1,"1,014","5,833",0,0,0,0,0,0
제주특별자치도,제주시,한림읍,귀덕리,5011025021,16,"44,379","29,017",0,0,0,16,"44,379","29,017",0,0,0,0,0,0
제주특별자치도,제주시,한림읍,수원리,5011025022,6,"39,956","16,083",0,0,0,6,"39,956","16,083",0,0,0,0,0,0
제주특별자치도,제주시,한림읍,금능리,5011025033,2,"9,684","4,000",0,0,0,2,"9,684","4,000",0,0,0,0,0,0
제주특별자치도,제주시,애월읍,고내리,5011025333,6,"23,421","11,267",0,0,0,6,"23,421","11,267",0,0,0,0,0,0
제주특별자치도,제주시,애월읍,애월리,5011025334,24,"96,422","45,800",0,0,0,24,"96,422","45,800",0,0,0,0,0,0
제주특별자치도,제주시,애월읍,봉성리,5011025339,4,"5,730","30,417",0,0,0,4,"5,730","30,417",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,동복리,5011025621,4,"10,213","80,900",0,0,0,4,"10,213","80,900",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,월정리,5011025626,8,"18,733","10,283",0,0,0,8,"18,733","10,283",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,행원리,5011025627,6,"119,013","65,625",0,0,0,6,"119,013","65,625",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,한동리,5011025630,22,"86,517","44,350",0,0,0,22,"86,517","44,350",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,하도리,5011025631,2,"5,342","2,933",0,0,0,2,"5,342","2,933",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,종달리,5011025632,4,"11,109","6,100",0,0,0,4,"11,109","6,100",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,평대리,5011025633,12,"44,020","21,417",0,0,0,12,"44,020","21,417",0,0,0,0,0,0
제주특별자치도,제주시,구좌읍,김녕리,5011025634,8,"23,328","12,750",0,0,0,8,"23,328","12,750",0,0,0,0,0,0
제주특별자치도,제주시,조천읍,신촌리,5011025921,2,"7,429","5,483",0,0,0,2,"7,429","5,483",0,0,0,0,0,0
제주특별자치도,제주시,조천읍,조천리,5011025923,2,"5,141","2,817",0,0,0,2,"5,141","2,817",0,0,0,0,0,0
제주특별자치도,제주시,조천읍,신흥리,5011025925,6,"16,197","10,050",0,0,0,6,"16,197","10,050",0,0,0,0,0,0
제주특별자치도,제주시,조천읍,북촌리,5011025927,16,"43,514","46,983",0,0,0,16,"43,514","46,983",0,0,0,0,0,0
제주특별자치도,제주시,한경면,용수리,5011031022,8,"28,094","14,433",0,0,0,8,"28,094","14,433",0,0,0,0,0,0
제주특별자치도,제주시,한경면,고산리,5011031023,16,"113,772","152,850",0,0,0,16,"113,772","152,850",0,0,0,0,0,0
제주특별자치도,제주시,한경면,금등리,5011031025,16,"67,174","34,900",0,0,0,16,"67,174","34,900",0,0,0,0,0,0
제주특별자치도,제주시,한경면,두모리,5011031027,2,"6,864","3,767",0,0,0,2,"6,864","3,767",0,0,0,0,0,0
제주특별자치도,제주시,추자면,묵리,5011032023,2,"6,796","3,042",0,0,0,2,"6,796","3,042",0,0,0,0,0,0
제주특별자치도,서귀포시,하효동,,5013010800,3,"9,143",53,3,"9,143",53,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,보목동,,5013011000,4,"13,266",88,4,"13,266",88,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,대포동,,5013011400,1,"2,161",38,1,"2,161",38,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,월평동,,5013011500,2,"8,137",30,2,"8,137",30,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,대정읍,일과리,5013025025,12,"36,414",170,12,"36,414",170,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,대정읍,무릉리,5013025031,16,"71,081",221,16,"71,081",221,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,대정읍,영락리,5013025032,20,"82,452","2,697",19,"77,620",263,1,"4,832","2,433",0,0,0,0,0,0
제주특별자치도,서귀포시,대정읍,신도리,5013025033,3,"13,420",43,3,"13,420",43,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,남원읍,남원리,5013025321,1,"2,343",14,1,"2,343",14,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,남원읍,태흥리,5013025322,22,"108,601",312,22,"108,601",312,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,남원읍,신흥리,5013025326,4,"16,753",57,4,"16,753",57,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,남원읍,위미리,5013025327,9,"33,828",128,9,"33,828",128,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,성산리,5013025921,1,"1,475",14,1,"1,475",14,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,오조리,5013025922,6,"11,958",98,6,"11,958",98,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,고성리,5013025924,9,"28,299",193,9,"28,299",193,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,온평리,5013025926,16,"64,461",251,16,"64,461",251,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,신산리,5013025927,7,"37,317",99,7,"37,317",99,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,삼달리,5013025928,4,"13,442",57,4,"13,442",57,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,신풍리,5013025929,7,"20,174",99,7,"20,174",99,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,성산읍,신천리,5013025930,23,"96,676",326,23,"96,676",326,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,안덕면,화순리,5013031021,1,"4,889",25,1,"4,889",25,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,표선면,표선리,5013032021,21,"95,748",471,21,"95,748",471,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,표선면,하천리,5013032022,1,"4,515",17,1,"4,515",17,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,표선면,세화리,5013032025,17,"69,248",290,17,"69,248",290,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,표선면,토산리,5013032026,1,"1,322",7,1,"1,322",7,0,0,0,0,0,0,0,0,0
