시도,시군구,읍면동,리,행정구역코드,총계(개소),골프장,금은판매점의 세공시설,농축수산물단순가공시설,사진처리 또는 X-Ray 시설,안경점,운수장비정비시설(폐차장포함)
경기도,용인시처인구,마평동,,4146110700,13,0,0,1,5,0,7
경기도,용인시처인구,모현면,갈담리,4146131022,4,0,0,0,1,0,3
경기도,용인시처인구,모현면,능원리,4146131027,2,1,0,0,0,0,1
경기도,용인시처인구,모현면,매산리,4146131025,2,0,0,0,0,0,2
경기도,용인시처인구,모현면,오산리,4146131028,2,0,0,0,0,0,2
경기도,용인시처인구,모현면,왕산리,4146131021,4,0,0,0,4,0,0
경기도,용인시처인구,모현면,일산리,4146131024,1,0,0,0,0,0,1
경기도,용인시처인구,모현면,초부리,4146131023,1,0,0,0,0,0,1
경기도,용인시처인구,백암면,가좌리,4146135033,1,0,0,0,0,0,1
경기도,용인시처인구,백암면,백봉리,4146135023,1,0,0,0,0,0,1
경기도,용인시처인구,백암면,백암리,4146135021,7,0,0,0,6,1,0
경기도,용인시처인구,백암면,석천리,4146135027,2,2,0,0,0,0,0
경기도,용인시처인구,삼가동,,4146110300,2,0,0,0,2,0,0
경기도,용인시처인구,양지면,남곡리,4146136022,4,1,0,1,0,0,2
경기도,용인시처인구,양지면,대대리,4146136028,1,1,0,0,0,0,0
경기도,용인시처인구,양지면,양지리,4146136021,6,0,0,0,3,0,3
경기도,용인시처인구,양지면,주북리,4146136029,4,0,0,0,0,0,4
경기도,용인시처인구,역북동,,4146110200,10,1,0,0,4,1,4
경기도,용인시처인구,운학동,,4146110800,1,0,0,0,0,0,1
경기도,용인시처인구,원삼면,가재월리,4146134032,1,0,0,0,0,0,1
경기도,용인시처인구,원삼면,고당리,4146134021,2,0,0,0,1,0,1
경기도,용인시처인구,원삼면,맹리,4146134024,3,1,0,0,0,0,2
경기도,용인시처인구,원삼면,죽능리,4146134028,2,1,0,0,0,0,1
경기도,용인시처인구,유방동,,4146110500,7,0,0,0,3,0,4
경기도,용인시처인구,이동면,덕성리,4146133026,1,0,0,0,0,0,1
경기도,용인시처인구,이동면,묵리,4146133027,1,1,0,0,0,0,0
경기도,용인시처인구,이동면,서리,4146133029,1,1,0,0,0,0,0
경기도,용인시처인구,이동면,송전리,4146133021,2,0,0,0,2,0,0
경기도,용인시처인구,이동면,천리,4146133028,6,0,0,0,4,0,2
경기도,용인시처인구,이동면,화산리,4146133024,1,1,0,0,0,0,0
경기도,용인시처인구,포곡읍,가실리,4146125026,1,1,0,0,0,0,0
경기도,용인시처인구,포곡읍,금어리,4146125022,2,0,0,0,2,0,0
경기도,용인시처인구,포곡읍,둔전리,4146125023,4,0,0,0,4,0,0
경기도,용인시처인구,포곡읍,신원리,4146125029,2,0,0,0,0,0,2
경기도,용인시처인구,포곡읍,전대리,4146125027,3,1,0,0,2,0,0
경기도,용인시기흥구,고매동,,4146310800,4,1,0,0,1,0,2
경기도,용인시기흥구,공세동,,4146310700,2,0,0,0,1,0,1
경기도,용인시기흥구,구갈동,,4146310200,22,1,0,0,18,0,3
경기도,용인시기흥구,농서동,,4146310900,1,0,0,0,1,0,0
경기도,용인시기흥구,동백동,,4146311500,13,0,0,0,10,0,3
경기도,용인시기흥구,마북동,,4146311300,20,0,0,0,12,2,6
경기도,용인시기흥구,보라동,,4146310500,12,1,0,0,8,0,3
경기도,용인시기흥구,보정동,,4146311800,30,1,1,0,13,0,15
경기도,용인시기흥구,상갈동,,4146310300,8,0,0,0,3,0,5
경기도,용인시기흥구,상하동,,4146311700,6,0,0,0,4,0,2
경기도,용인시기흥구,서천동,,4146311000,2,0,0,0,2,0,0
경기도,용인시기흥구,신갈동,,4146310100,31,0,0,1,20,0,10
경기도,용인시기흥구,언남동,,4146311200,6,1,0,0,4,0,1
경기도,용인시기흥구,영덕동,,4146311100,26,1,0,0,14,0,11
경기도,용인시기흥구,중동,,4146311600,11,0,0,0,7,0,4
경기도,용인시기흥구,지곡동,,4146310600,2,0,0,0,0,0,2
경기도,용인시기흥구,청덕동,,4146311400,7,1,0,0,3,0,3
경기도,용인시기흥구,하갈동,,4146310400,4,0,0,0,1,0,3
경기도,용인시수지구,동천동,,4146510300,11,0,0,0,8,0,3
경기도,용인시수지구,상현동,,4146510700,17,0,0,0,12,0,5
경기도,용인시수지구,성복동,,4146510600,14,0,0,0,8,0,6
경기도,용인시수지구,신봉동,,4146510500,11,0,0,0,9,1,1
경기도,용인시수지구,죽전동,,4146510200,23,0,0,0,20,2,1
경기도,용인시수지구,풍덕천동,,4146510100,19,0,0,0,15,0,4
경기도,파주시,광탄면,기산리,4148035028,1,1,0,0,0,0,0
경기도,파주시,광탄면,발랑리,4148035024,3,2,0,0,0,0,1
경기도,파주시,광탄면,방축리,4148035022,2,0,0,1,0,0,1
경기도,파주시,광탄면,분수리,4148035021,3,1,0,0,0,0,2
경기도,파주시,광탄면,신산리,4148035027,7,0,0,0,4,0,3
경기도,파주시,광탄면,영장리,4148035029,1,0,0,0,0,0,1
경기도,파주시,광탄면,용미리,4148035026,2,1,0,0,0,0,1
경기도,파주시,교하동,,4148010700,4,0,0,0,3,0,1
경기도,파주시,군내면,백연리,4148038021,1,0,0,1,0,0,0
경기도,파주시,금능동,,4148010300,1,0,0,0,1,0,0
경기도,파주시,금촌동,,4148010100,28,0,0,0,26,0,2
경기도,파주시,다율동,,4148010900,3,0,0,0,1,0,2
경기도,파주시,당하동,,4148011400,3,0,0,0,2,1,0
경기도,파주시,동패동,,4148011300,17,0,0,0,12,0,5
경기도,파주시,맥금동,,4148010600,4,0,0,0,0,0,4
경기도,파주시,목동동,,4148011700,2,0,0,0,0,0,2
경기도,파주시,문발동,,4148011500,5,0,0,0,3,0,2
경기도,파주시,문산읍,당동리,4148025022,6,0,0,0,5,0,1
경기도,파주시,문산읍,문산리,4148025021,7,0,0,0,6,0,1
경기도,파주시,문산읍,사목리,4148025026,2,0,0,0,0,0,2
경기도,파주시,문산읍,선유리,4148025023,4,0,0,0,1,0,3
경기도,파주시,문산읍,이천리,4148025030,1,0,0,0,0,0,1
경기도,파주시,법원읍,가야리,4148025623,1,0,0,0,0,0,1
경기도,파주시,법원읍,갈곡리,4148025627,3,1,0,1,0,0,1
경기도,파주시,법원읍,대능리,4148025625,7,0,0,0,3,0,4
경기도,파주시,법원읍,법원리,4148025622,1,0,0,0,1,0,0
경기도,파주시,법원읍,삼방리,4148025626,1,1,0,0,0,0,0
경기도,파주시,법원읍,웅담리,4148025629,1,0,0,1,0,0,0
경기도,파주시,산남동,,4148011200,1,0,0,0,1,0,0
경기도,파주시,상지석동,,4148011100,4,0,0,0,0,0,4
경기도,파주시,아동동,,4148010200,10,0,0,0,4,0,6
경기도,파주시,야당동,,4148010800,8,0,0,0,3,0,5
경기도,파주시,야동동,,4148010400,5,0,0,1,1,0,3
경기도,파주시,연다산동,,4148012100,1,0,0,0,0,0,1
경기도,파주시,오도동,,4148011000,3,0,0,0,0,0,3
경기도,파주시,와동동,,4148012200,7,0,0,1,4,0,2
경기도,파주시,월롱면,덕은리,4148031023,7,0,0,0,1,0,6
경기도,파주시,월롱면,도내리,4148031022,2,0,0,0,0,0,2
경기도,파주시,월롱면,영태리,4148031025,5,0,0,0,0,0,5
경기도,파주시,월롱면,위전리,4148031021,4,0,0,2,0,0,2
경기도,파주시,적성면,구읍리,4148037024,1,0,0,0,0,0,1
경기도,파주시,적성면,마지리,4148037035,4,0,0,0,3,0,1
경기도,파주시,조리읍,뇌조리,4148026222,1,0,0,0,1,0,0
경기도,파주시,조리읍,능안리,4148026226,2,0,0,1,0,0,1
경기도,파주시,조리읍,등원리,4148026223,3,0,0,0,0,0,3
경기도,파주시,조리읍,봉일천리,4148026221,8,0,0,1,7,0,0
경기도,파주시,조리읍,오산리,4148026225,4,0,0,1,1,0,2
경기도,파주시,조리읍,장곡리,4148026224,2,1,0,0,0,0,1
경기도,파주시,탄현면,갈현리,4148032023,1,0,0,0,0,0,1
경기도,파주시,탄현면,금산리,4148032031,1,0,0,0,0,0,1
경기도,파주시,탄현면,대동리,4148032025,2,0,0,0,2,0,0
경기도,파주시,탄현면,문지리,4148032024,1,0,0,0,0,0,1
경기도,파주시,탄현면,법흥리,4148032022,5,0,0,0,1,0,4
경기도,파주시,탄현면,오금리,4148032029,1,0,0,0,0,0,1
경기도,파주시,탄현면,축현리,4148032027,1,0,0,0,0,0,1
경기도,파주시,파주읍,백석리,4148025325,2,0,0,0,0,0,2
경기도,파주시,파주읍,봉서리,4148025321,3,0,0,1,0,0,2
경기도,파주시,파주읍,봉암리,4148025324,3,0,0,0,0,0,3
경기도,파주시,파주읍,부곡리,4148025323,2,0,0,0,0,0,2
경기도,파주시,파주읍,연풍리,4148025327,3,0,0,1,2,0,0
경기도,파주시,파주읍,파주리,4148025326,4,0,0,0,1,0,3
경기도,파주시,파평면,덕천리,4148036021,3,1,0,0,0,0,2
경기도,파주시,파평면,율곡리,4148036024,1,0,0,0,0,0,1
경기도,이천시,갈산동,,4150010800,3,0,0,0,2,0,1
경기도,이천시,고담동,,4150011400,1,0,0,0,0,0,1
경기도,이천시,관고동,,4150010200,2,0,0,0,2,0,0
경기도,이천시,대월면,군량리,4150035031,1,0,0,0,0,0,1
경기도,이천시,대월면,도리리,4150035029,2,1,0,0,0,0,1
경기도,이천시,대월면,사동리,4150035026,3,0,0,0,0,0,3
경기도,이천시,대월면,장평리,4150035033,1,0,0,0,0,0,1
경기도,이천시,대월면,초지리,4150035025,2,0,0,1,0,0,1
경기도,이천시,대포동,,4150011300,3,1,0,1,0,0,1
경기도,이천시,마장면,각평리,4150034029,1,0,0,0,0,0,1
경기도,이천시,마장면,목리,4150034026,1,0,0,0,0,0,1
경기도,이천시,마장면,오천리,4150034021,2,0,0,0,1,0,1
경기도,이천시,마장면,이치리,4150034028,2,0,0,2,0,0,0
경기도,이천시,마장면,이평리,4150034031,1,0,0,0,0,0,1
경기도,이천시,마장면,장암리,4150034025,2,0,0,2,0,0,0
경기도,이천시,마장면,표교리,4150034027,2,0,0,0,0,0,2
경기도,이천시,마장면,해월리,4150034032,1,0,0,0,0,0,1
경기도,이천시,모가면,두미리,4150036031,1,1,0,0,0,0,0
경기도,이천시,모가면,소고리,4150036028,1,1,0,0,0,0,0
경기도,이천시,모가면,소사리,4150036025,1,0,0,0,0,0,1
경기도,이천시,모가면,어농리,4150036030,1,1,0,0,0,0,0
경기도,이천시,모가면,진가리,4150036021,1,0,0,1,0,0,0
경기도,이천시,백사면,모전리,4150032026,2,0,0,0,0,0,2
경기도,이천시,백사면,송말리,4150032024,2,0,0,0,0,0,2
경기도,이천시,백사면,우곡리,4150032029,1,0,0,1,0,0,0
경기도,이천시,백사면,조읍리,4150032028,3,0,0,1,0,0,2
경기도,이천시,백사면,현방리,4150032021,1,0,0,0,1,0,0
경기도,이천시,부발읍,가산리,4150025333,2,0,0,0,0,0,2
경기도,이천시,부발읍,가좌리,4150025329,1,0,0,0,0,0,1
경기도,이천시,부발읍,무촌리,4150025321,3,0,0,0,2,0,1
경기도,이천시,부발읍,송온리,4150025332,1,0,0,1,0,0,0
경기도,이천시,부발읍,신하리,4150025328,3,0,0,0,1,0,2
경기도,이천시,부발읍,아미리,4150025330,3,0,0,0,2,0,1
경기도,이천시,부발읍,죽당리,4150025322,1,0,0,0,0,0,1
경기도,이천시,사음동,,4150011100,2,0,0,0,0,0,2
경기도,이천시,설성면,금당리,4150037021,2,0,0,0,1,0,1
경기도,이천시,설성면,수산리,4150037031,3,0,0,0,0,0,3
경기도,이천시,설성면,장능리,4150037022,1,0,0,1,0,0,0
경기도,이천시,설성면,제요리,4150037024,2,0,0,0,1,0,1
경기도,이천시,송정동,,4150011000,7,0,0,0,5,0,2
경기도,이천시,신둔면,도봉리,4150031025,1,0,0,0,0,0,1
경기도,이천시,신둔면,도암리,4150031026,1,0,0,0,0,0,1
경기도,이천시,신둔면,마교리,4150031032,2,0,0,1,1,0,0
경기도,이천시,신둔면,소정리,4150031033,1,0,0,0,0,0,1
경기도,이천시,신둔면,수광리,4150031021,2,0,0,1,1,0,0
경기도,이천시,신둔면,수남리,4150031028,1,0,0,1,0,0,0
경기도,이천시,신둔면,용면리,4150031030,1,0,0,1,0,0,0
경기도,이천시,신둔면,인후리,4150031031,1,0,0,1,0,0,0
경기도,이천시,신둔면,지석리,4150031023,1,0,0,1,0,0,0
경기도,이천시,율현동,,4150010500,1,0,0,0,1,0,0
경기도,이천시,장록동,,4150011500,2,0,0,0,0,0,2
경기도,이천시,장호원읍,송산리,4150025026,1,0,0,0,0,0,1
경기도,이천시,장호원읍,어석리,4150025024,3,0,0,0,0,0,3
경기도,이천시,장호원읍,장호원리,4150025021,13,0,0,0,13,0,0
경기도,이천시,장호원읍,진암리,4150025023,4,0,0,0,3,0,1
경기도,이천시,장호원읍,풍계리,4150025032,1,1,0,0,0,0,0
경기도,이천시,중리동,,4150010300,16,0,0,0,13,0,3
경기도,이천시,증포동,,4150010900,5,0,0,0,2,0,3
경기도,이천시,진리동,,4150010600,3,0,0,0,2,0,1
경기도,이천시,창전동,,4150010100,33,0,0,0,30,0,3
경기도,이천시,호법면,단천리,4150033024,2,0,0,1,0,0,1
경기도,이천시,호법면,매곡리,4150033025,3,1,0,1,1,0,0
경기도,이천시,호법면,안평리,4150033022,2,0,0,1,1,0,0
경기도,이천시,호법면,유산리,4150033021,6,0,0,0,0,0,6
경기도,이천시,호법면,후안리,4150033023,1,0,0,0,0,0,1
경기도,안성시,고삼면,가유리,4155042024,2,2,0,0,0,0,0
경기도,안성시,공도읍,만정리,4155025029,10,0,0,0,5,1,4
경기도,안성시,공도읍,승두리,4155025026,3,0,0,0,1,0,2
경기도,안성시,공도읍,신두리,4155025023,1,0,0,0,0,0,1
경기도,안성시,공도읍,양기리,4155025021,3,0,0,0,2,0,1
경기도,안성시,공도읍,용두리,4155025025,4,0,0,0,1,0,3
경기도,안성시,공도읍,진사리,4155025031,5,0,0,0,4,0,1
경기도,안성시,금광면,삼흥리,4155032027,2,1,0,0,1,0,0
경기도,안성시,금광면,신양복리,4155032034,1,0,0,0,0,0,1
경기도,안성시,금산동,,4155011400,2,0,0,0,2,0,0
경기도,안성시,낙원동,,4155010900,1,0,0,0,1,0,0
경기도,안성시,당왕동,,4155012500,11,0,0,0,2,0,9
경기도,안성시,대덕면,건지리,4155035027,2,0,0,0,1,0,1
경기도,안성시,대덕면,내리,4155035028,5,0,0,0,1,0,4
경기도,안성시,대덕면,대농리,4155035029,1,0,0,0,1,0,0
경기도,안성시,대덕면,명당리,4155035025,1,0,0,1,0,0,0
경기도,안성시,대덕면,모산리,4155035023,5,0,0,0,0,0,5
경기도,안성시,대덕면,보동리,4155035024,1,0,0,0,0,0,1
경기도,안성시,대덕면,소내리,4155035033,1,0,0,0,0,0,1
경기도,안성시,대천동,,4155011600,11,0,0,0,11,0,0
경기도,안성시,도기동,,4155012400,4,0,0,0,1,0,3
경기도,안성시,동본동,,4155010600,1,0,0,0,1,0,0
경기도,안성시,미양면,갈전리,4155034031,1,0,0,0,0,0,1
경기도,안성시,미양면,강덕리,4155034035,1,0,0,1,0,0,0
경기도,안성시,미양면,마산리,4155034037,2,0,0,0,0,0,2
경기도,안성시,보개면,남풍리,4155031038,1,0,0,0,0,0,1
경기도,안성시,보개면,내방리,4155031030,1,0,0,0,0,0,1
경기도,안성시,보개면,동신리,4155031031,1,0,0,0,0,0,1
경기도,안성시,보개면,불현리,4155031029,1,0,0,0,0,0,1
경기도,안성시,보개면,상삼리,4155031024,2,0,0,0,0,0,2
경기도,안성시,봉남동,,4155010400,2,0,0,0,2,0,0
경기도,안성시,사곡동,,4155012300,2,0,0,0,0,0,2
경기도,안성시,삼죽면,내강리,4155041026,2,0,0,0,0,0,2
경기도,안성시,삼죽면,덕산리,4155041024,2,0,0,0,0,0,2
경기도,안성시,삼죽면,진촌리,4155041027,1,0,0,0,0,0,1
경기도,안성시,서운면,송산리,4155033031,2,0,0,0,0,0,2
경기도,안성시,서운면,양촌리,4155033033,2,0,0,1,0,0,1
경기도,안성시,서운면,오촌리,4155033032,1,1,0,0,0,0,0
경기도,안성시,서운면,현매리,4155033026,1,0,0,0,0,0,1
경기도,안성시,서인동,,4155011700,5,0,0,0,5,0,0
경기도,안성시,석정동,,4155011800,7,0,0,0,7,0,0
경기도,안성시,신건지동,,4155012800,1,0,0,0,0,0,1
경기도,안성시,양성면,난실리,4155036030,1,0,0,0,0,0,1
경기도,안성시,양성면,노곡리,4155036031,2,2,0,0,0,0,0
경기도,안성시,양성면,동항리,4155036021,1,1,0,0,0,0,0
경기도,안성시,양성면,미산리,4155036032,1,0,0,0,1,0,0
경기도,안성시,양성면,산정리,4155036027,1,1,0,0,0,0,0
경기도,안성시,연지동,,4155011500,2,0,0,0,2,0,0
경기도,안성시,영동,,4155010300,1,0,0,0,1,0,0
경기도,안성시,원곡면,내가천리,4155038025,2,0,0,0,0,0,2
경기도,안성시,원곡면,반제리,4155038027,2,0,0,1,0,0,1
경기도,안성시,원곡면,칠곡리,4155038022,5,0,0,0,0,0,5
경기도,안성시,인지동,,4155011300,4,0,0,0,4,0,0
경기도,안성시,일죽면,당촌리,4155039026,1,0,0,0,0,0,1
경기도,안성시,일죽면,방초리,4155039027,1,0,0,0,0,0,1
경기도,안성시,일죽면,송천리,4155039028,7,0,0,0,5,0,2
경기도,안성시,일죽면,월정리,4155039021,2,0,0,0,0,0,2
경기도,안성시,일죽면,화곡리,4155039030,2,0,0,1,0,0,1
경기도,안성시,일죽면,화봉리,4155039035,1,0,0,0,1,0,0
경기도,안성시,죽산면,당목리,4155040029,1,0,0,0,0,0,1
경기도,안성시,죽산면,두교리,4155040030,1,0,0,0,0,0,1
경기도,안성시,죽산면,두현리,4155040024,1,0,0,0,0,0,1
경기도,안성시,죽산면,매산리,4155040022,1,0,0,1,0,0,0
경기도,안성시,죽산면,장계리,4155040026,5,2,0,0,1,0,2
경기도,안성시,죽산면,장능리,4155040025,4,1,0,0,1,0,2
경기도,안성시,죽산면,장원리,4155040023,2,0,0,0,0,0,2
경기도,안성시,죽산면,죽산리,4155040021,5,0,0,0,3,0,2
경기도,안성시,중리동,,4155013300,1,0,0,0,0,0,1
경기도,김포시,감정동,,4157010500,15,0,0,0,13,0,2
경기도,김포시,걸포동,,4157010200,4,0,0,0,1,0,3
경기도,김포시,고촌읍,신곡리,4157025324,8,0,0,0,7,0,1
경기도,김포시,대곶면,거물대리,4157034027,6,0,0,0,0,0,6
경기도,김포시,대곶면,대능리,4157034021,1,0,0,0,0,0,1
경기도,김포시,대곶면,대벽리,4157034022,2,0,0,0,1,0,1
경기도,김포시,대곶면,석정리,4157034030,1,0,0,0,0,0,1
경기도,김포시,대곶면,송마리,4157034029,3,0,0,0,0,0,3
경기도,김포시,대곶면,율생리,4157034025,3,0,0,0,2,0,1
경기도,김포시,대곶면,초원지리,4157034026,3,0,0,0,0,0,3
경기도,김포시,북변동,,4157010100,15,0,0,0,15,0,0
경기도,김포시,사우동,,4157010600,25,0,0,0,23,0,2
경기도,김포시,양촌읍,누산리,4157025622,7,0,0,0,0,0,7
경기도,김포시,양촌읍,석모리,4157025623,2,0,0,1,0,0,1
경기도,김포시,양촌읍,양곡리,4157025621,10,0,0,0,5,0,5
경기도,김포시,양촌읍,유현리,4157025627,1,0,0,0,1,0,0
경기도,김포시,양촌읍,학운리,4157025626,2,0,0,0,1,0,1
경기도,김포시,운양동,,4157010300,2,0,0,0,0,0,2
경기도,김포시,월곶면,갈산리,4157035023,2,0,0,0,1,0,1
경기도,김포시,월곶면,개곡리,4157035030,2,0,0,0,0,0,2
경기도,김포시,월곶면,고양리,4157035024,2,0,0,0,0,0,2
경기도,김포시,월곶면,군하리,4157035021,2,0,0,0,0,0,2
경기도,김포시,월곶면,포내리,4157035025,1,1,0,0,0,0,0
경기도,김포시,장기동,,4157010400,15,0,0,0,13,0,2
경기도,김포시,통진읍,가현리,4157025025,3,0,0,0,0,0,3
경기도,김포시,통진읍,고정리,4157025028,1,0,0,0,0,0,1
경기도,김포시,통진읍,귀전리,4157025027,5,0,0,0,0,0,5
경기도,김포시,통진읍,도사리,4157025021,4,0,0,0,0,0,4
경기도,김포시,통진읍,마송리,4157025022,6,0,0,0,4,0,2
경기도,김포시,통진읍,서암리,4157025023,1,0,0,0,1,0,0
경기도,김포시,통진읍,수참리,4157025024,2,0,0,0,0,0,2
경기도,김포시,풍무동,,4157010700,15,0,0,0,12,0,3
경기도,김포시,하성면,마곡리,4157036021,6,0,0,0,4,0,2
경기도,김포시,하성면,석탄리,4157036022,1,0,0,0,0,0,1
경기도,김포시,하성면,원산리,4157036028,9,0,0,0,0,0,9
경기도,김포시,하성면,전류리,4157036031,1,0,0,0,0,0,1
경기도,화성시,기산동,,4159011900,2,0,0,0,0,0,2
경기도,화성시,기안동,,4159012400,1,0,0,0,1,0,0
경기도,화성시,남양동,,4159010100,10,0,0,0,8,0,2
경기도,화성시,능동,,4159011800,6,0,0,0,6,0,0
경기도,화성시,동탄면,금곡리,4159042033,1,0,0,0,0,0,1
경기도,화성시,동탄면,송리,4159042031,2,0,0,0,0,0,2
경기도,화성시,동탄면,신리,4159042027,1,1,0,0,0,0,0
경기도,화성시,동탄면,오산리,4159042021,2,1,0,0,1,0,0
경기도,화성시,동탄면,장지리,4159042030,1,0,0,0,0,0,1
경기도,화성시,동탄면,중리,4159042026,2,1,0,0,0,0,1
경기도,화성시,마도면,고모리,4159033030,2,1,0,0,0,0,1
경기도,화성시,마도면,두곡리,4159033022,2,0,0,0,1,0,1
경기도,화성시,마도면,석교리,4159033021,2,0,0,0,2,0,0
경기도,화성시,마도면,슬항리,4159033026,1,0,0,0,0,0,1
경기도,화성시,무송동,,4159010700,2,0,0,0,0,0,2
경기도,화성시,반송동,,4159012700,20,0,0,0,20,0,0
경기도,화성시,반월동,,4159012000,13,0,0,0,4,0,9
경기도,화성시,반정동,,4159012100,3,0,0,0,0,0,3
경기도,화성시,병점동,,4159011700,15,0,0,0,14,0,1
경기도,화성시,봉담읍,덕리,4159025333,1,1,0,0,0,0,0
경기도,화성시,봉담읍,덕우리,4159025334,1,0,0,0,0,0,1
경기도,화성시,봉담읍,동화리,4159025324,7,0,0,0,6,0,1
경기도,화성시,봉담읍,분천리,4159025327,1,0,0,0,0,0,1
경기도,화성시,봉담읍,상리,4159025321,2,0,0,0,2,0,0
경기도,화성시,봉담읍,수기리,4159025326,1,0,0,0,0,0,1
경기도,화성시,봉담읍,수영리,4159025323,2,0,0,0,1,0,1
경기도,화성시,봉담읍,와우리,4159025325,8,0,0,0,5,0,3
경기도,화성시,봉담읍,왕림리,4159025328,1,0,0,0,0,0,1
경기도,화성시,북양동,,4159010800,5,1,0,0,0,0,4
경기도,화성시,비봉면,쌍학리,4159032026,1,0,0,0,0,0,1
경기도,화성시,비봉면,양노리,4159032021,10,0,0,0,1,0,9
경기도,화성시,비봉면,자안리,4159032028,1,0,0,0,0,0,1
경기도,화성시,비봉면,청요리,4159032027,2,0,0,0,0,0,2
경기도,화성시,서신면,매화리,4159035029,4,0,0,1,1,0,2
경기도,화성시,서신면,상안리,4159035022,1,0,0,0,0,0,1
경기도,화성시,서신면,송교리,4159035025,1,0,0,0,0,0,1
경기도,화성시,석우동,,4159012800,1,0,0,0,1,0,0
경기도,화성시,송림동,,4159010900,2,0,0,0,0,0,2
경기도,화성시,송산동,,4159012500,1,1,0,0,0,0,0
경기도,화성시,송산면,봉가리,4159034022,1,0,0,0,0,0,1
경기도,화성시,송산면,사강리,4159034021,3,0,0,0,2,0,1
경기도,화성시,송산면,삼존리,4159034023,3,0,0,0,0,0,3
경기도,화성시,신남동,,4159010200,5,0,0,0,0,0,5
경기도,화성시,안녕동,,4159012600,9,0,0,0,3,0,6
경기도,화성시,양감면,대양리,4159040027,5,0,0,0,0,0,5
경기도,화성시,양감면,사창리,4159040022,3,0,0,1,1,0,1
경기도,화성시,양감면,신왕리,4159040021,1,0,0,0,0,0,1
경기도,화성시,양감면,요당리,4159040026,4,0,0,0,0,0,4
경기도,화성시,양감면,용소리,4159040025,1,0,0,0,0,0,1
경기도,화성시,우정읍,매향리,4159025630,1,0,0,0,0,0,1
경기도,화성시,우정읍,이화리,4159025628,3,0,0,0,2,0,1
경기도,화성시,우정읍,조암리,4159025632,7,0,0,1,5,0,1
경기도,화성시,우정읍,화산리,4159025631,4,0,0,0,0,0,4
경기도,화성시,장덕동,,4159010300,1,0,0,0,0,0,1
경기도,화성시,장안면,덕다리,4159037026,1,0,0,0,0,0,1
경기도,화성시,장안면,독정리,4159037024,1,0,0,0,0,0,1
경기도,화성시,장안면,석포리,4159037022,1,0,0,0,0,0,1
경기도,화성시,장안면,수촌리,4159037023,2,0,0,0,0,0,2
경기도,화성시,장안면,어은리,4159037021,1,0,0,0,0,0,1
경기도,화성시,장안면,장안리,4159037025,3,0,0,0,0,0,3
경기도,화성시,정남면,계향리,4159041029,3,0,0,0,0,0,3
경기도,화성시,정남면,괘랑리,4159041022,4,0,0,1,0,0,3
경기도,화성시,정남면,귀래리,4159041030,2,0,0,0,0,0,2
경기도,화성시,정남면,덕절리,4159041032,2,0,0,0,0,0,2
경기도,화성시,정남면,망월리,4159041034,1,0,0,0,0,0,1
경기도,화성시,정남면,문학리,4159041027,1,0,0,0,0,0,1
경기도,화성시,정남면,백리,4159041026,2,0,0,0,0,0,2
경기도,화성시,정남면,보통리,4159041023,2,1,0,0,1,0,0
경기도,화성시,정남면,신리,4159041028,3,0,0,1,0,0,2
경기도,화성시,진안동,,4159011600,13,0,0,0,10,0,3
경기도,화성시,팔탄면,가재리,4159036024,5,0,0,0,0,0,5
경기도,화성시,팔탄면,고주리,4159036034,1,0,0,0,1,0,0
경기도,화성시,팔탄면,구장리,4159036025,9,0,0,0,1,0,8
경기도,화성시,팔탄면,노하리,4159036027,1,0,0,0,0,0,1
경기도,화성시,팔탄면,덕우리,4159036030,1,0,0,0,0,0,1
경기도,화성시,팔탄면,덕천리,4159036028,1,0,0,0,0,0,1
경기도,화성시,팔탄면,매곡리,4159036035,1,0,0,0,0,0,1
경기도,화성시,팔탄면,서근리,4159036031,2,0,0,0,0,0,2
경기도,화성시,팔탄면,월문리,4159036032,2,0,0,0,1,0,1
경기도,화성시,팔탄면,율암리,4159036026,1,0,0,0,0,0,1
경기도,화성시,팔탄면,지월리,4159036029,3,0,0,0,0,0,3
경기도,화성시,팔탄면,창곡리,4159036022,2,0,0,0,0,0,2
경기도,화성시,팔탄면,하저리,4159036021,3,0,0,0,0,0,3
경기도,화성시,팔탄면,해창리,4159036036,1,1,0,0,0,0,0
경기도,화성시,향남읍,갈천리,4159025933,2,0,0,0,0,0,2
경기도,화성시,향남읍,동오리,4159025936,3,0,0,0,0,0,3
경기도,화성시,향남읍,발안리,4159025922,1,0,0,0,0,0,1
경기도,화성시,향남읍,상신리,4159025924,1,0,0,0,0,0,1
경기도,화성시,향남읍,수직리,4159025932,1,0,0,0,0,0,1
경기도,화성시,향남읍,장짐리,4159025941,1,0,0,0,0,0,1
경기도,화성시,향남읍,제암리,4159025923,1,0,0,0,0,0,1
경기도,화성시,향남읍,평리,4159025921,7,0,0,0,6,0,1
경기도,화성시,향남읍,하길리,4159025926,1,0,0,0,0,0,1
경기도,화성시,향남읍,행정리,4159025939,6,0,0,0,6,0,0
경기도,화성시,황계동,,4159012200,1,0,0,0,0,0,1
경기도,광주시,경안동,,4161010100,15,0,0,0,15,0,0
경기도,광주시,곤지암읍,건업리,4161025930,1,1,0,0,0,0,0
경기도,광주시,곤지암읍,곤지암리,4161025921,10,1,0,0,7,0,2
경기도,광주시,곤지암읍,만선리,4161025927,1,0,0,0,0,0,1
